0 1 2
2142 1 1
2143 1 6
2144 1 3
2145 1 4
2146 1 3
2147 1 0
2148 1 6
2149 1 3
2150 1 0
2151 1 0
2152 1 0
2153 1 1
2154 1 1
2155 1 3
2156 1 6
2157 1 3
2158 1 0
2159 1 0
2160 1 0
2161 1 2
2162 1 2
2163 1 1
2164 1 2
2165 1 3
2166 1 4
2167 1 1
2168 1 3
2169 1 0
2170 1 3
2171 1 2
2172 1 2
2173 1 1
2174 1 1
2175 1 0
2176 1 2
2177 1 1
2178 1 1
2179 1 1
2180 1 0
2181 1 10
2182 1 3
2183 1 1
2184 1 1
2185 1 0
2186 1 0
2187 1 3
2188 1 1
2189 1 0
2190 1 0
2191 1 2
2192 1 0
2193 1 1
2194 1 1
2195 1 0
2196 1 4
2197 1 1
2198 1 0
2199 1 2
2200 1 2
2201 1 1
2202 1 0
2203 1 3
2204 1 1
2205 1 1
2206 1 7
2207 1 5
2208 1 0
2209 1 1
2210 1 1
2211 1 2
2212 1 1
2213 1 1
2214 1 3
2215 1 2
2216 1 1
2217 1 0
2218 1 0
2219 1 0
2220 1 1
2221 1 2
2222 1 1
2223 1 5
2224 1 0
2225 1 0
2226 1 0
2227 1 2
2228 1 2
2229 1 5
2230 1 0
2231 1 0
2232 1 0
2233 1 1
2234 1 1
2235 1 2
2236 1 0
2237 1 0
2238 1 1
2239 1 2
2240 1 0
2241 1 0
2242 1 2
2243 1 11
2244 1 5
2245 1 3
2246 1 2
2247 1 0
2248 1 0
2249 1 1
2250 1 0
2251 1 1
2252 1 3
2253 1 10
2254 1 0
2255 1 1
2256 1 1
2257 1 7
2258 1 0
2259 1 1
2260 1 1
2261 1 0
2262 1 0
2263 1 2
2264 1 4
2265 1 0
2266 1 1
2267 1 0
2268 1 1
2269 1 1
2270 1 0
2271 1 0
2272 1 0
2273 1 1
2274 1 2
2275 1 11
2276 1 0
2277 1 4
2278 1 2
2279 1 0
2280 1 2
2281 1 0
2282 1 0
2283 1 1
2284 1 0
2285 1 1
2286 1 2
2287 1 0
2288 1 2
2289 1 1
2290 1 0
2291 1 0
2292 1 0
2293 1 3
2294 1 1
2295 1 1
2296 1 0
2297 1 1
2298 1 2
2299 1 1
2300 1 2
2301 1 1
2302 1 2
2303 1 3
2304 1 3
2305 1 1
2306 1 5
2307 1 0
2308 1 1
2309 1 1
2310 1 0
2311 1 1
2312 1 0
2313 1 0
2314 1 4
2315 1 1
2316 1 0
2317 1 0
2318 1 0
2319 1 0
2320 1 1
2321 1 0
2322 1 0
2323 1 0
2324 1 0
2325 1 1
2326 1 2
2327 1 0
2328 1 2
2329 1 2
2330 1 1
2331 1 1
2332 1 0
2333 1 1
2334 1 5
2335 1 2
2336 1 0
2337 1 0
2338 1 2
2339 1 0
2340 1 2
2341 1 1
2342 1 0
2343 1 0
2344 1 1
2345 1 2
2346 1 1
2347 1 1
2348 1 0
2349 1 1
2350 1 0
2351 1 0
2352 1 1
2353 1 1
2354 1 5
2355 1 23
2356 1 3
2357 1 2
2358 1 3
2359 1 2
2360 1 1
2361 1 0
2362 1 2
2363 1 6
2364 1 0
2365 1 0
2366 1 1
2367 1 0
2368 1 0
2369 1 0
2370 1 1
2371 1 5
2372 1 1
2373 1 2
2374 1 7
2375 1 1
2376 1 2
2377 1 0
2378 1 0
2379 1 5
2380 1 0
2381 1 2
2382 1 4
2383 1 2
2384 1 1
2385 1 0
2386 1 1
2387 1 1
2388 1 2
2389 1 1
2390 1 0
2391 1 0
2392 1 1
2393 1 0
2394 1 2
2395 1 1
2396 1 0
2397 1 0
2398 1 0
2399 1 1
2400 1 1
2401 1 0
2402 1 0
2403 1 1
2404 1 0
2405 1 1
2406 1 3
2407 1 0
2408 1 1
2409 1 0
2410 1 0
2411 1 1
2412 1 0
2413 1 0
2414 1 1
2415 1 0
2416 1 0
2417 1 0
2418 1 1
2419 1 0
2420 1 3
2421 1 4
2422 1 1
2423 1 2
2424 1 1
2425 1 3
2426 1 1
2427 1 0
2428 1 1
2429 1 1
2430 1 7
2431 1 2
2432 1 2
2433 1 1
2434 1 7
2435 1 1
2436 1 0
2437 1 2
2438 1 3
2439 1 0
2440 1 0
2441 1 0
2442 1 0
2443 1 0
2444 1 0
2445 1 1
2446 1 0
2447 1 0
2448 1 0
2449 1 0
2450 1 1
2451 1 0
2452 1 2
2453 1 1
2454 1 0
2455 1 0
2456 1 0
2457 1 1
2458 1 0
2459 1 0
2460 1 4
2461 1 1
2462 1 0
2463 1 1
2464 1 0
2465 1 1
2466 1 1
2467 1 1
2468 1 0
2469 1 0
2470 1 3
2471 1 0
2472 1 6
2473 1 10
2474 1 2
2475 1 1
2476 1 1
2477 1 1
2478 1 0
2479 1 0
2480 1 0
2481 1 3
2482 1 0
2483 1 0
2484 1 1
2485 1 0
2486 1 0
2487 1 4
2488 1 4
2489 1 0
2490 1 0
2491 1 0
2492 1 3
2493 1 0
2494 1 1
2495 1 1
2496 1 1
2497 1 0
2498 1 0
2499 1 1
