"East" "South" "Altitude" "jan01" "jan02" "jan03" "jan04" "jan05" "jan06" "jan07" "jan08" "jan09" "jan10" "jan11" "jan12" "jan13" "jan14" "jan15" "jan16" "jan17" "jan18" "jan19" "jan20" "jan21" "jan22" "jan23" "jan24" "jan25" "jan26" "jan27" "jan28" "jan29" "jan30" "jan31" "feb01" "feb02" "feb03" "feb04" "feb05" "feb06" "feb07" "feb08" "feb09" "feb10" "feb11" "feb12" "feb13" "feb14" "feb15" "feb16" "feb17" "feb18" "feb19" "feb20" "feb21" "feb22" "feb23" "feb24" "feb25" "feb26" "feb27" "feb28" "mar01" "mar02" "mar03" "mar04" "mar05" "mar06" "mar07" "mar08" "mar09" "mar10" "mar11" "mar12" "mar13" "mar14" "mar15" "mar16" "mar17" "mar18" "mar19" "mar20" "mar21" "mar22" "mar23" "mar24" "mar25" "mar26" "mar27" "mar28" "mar29" "mar30" "mar31"
274.670453843498 7434.08527043499 470 0 13 0 0 0 0 11 0 26 11 0 17 0 0 0 0 0 13 0 0 0 31 0 0 0 5 0 0 0 0 0 0 0 0 33 0 0 0 0 25 40 30 32 55 34 0 6 0 0 0 0 0 0 0 9 0 0 0 8 30 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 58 23 0
198.046204553292 7348.13383759795 400 0 0 0 0 0 0 0 0 0 0 0 21.6 0 0 0 0 24 0 0 0 0 65.4 0 0 0 0 0 0 19.3 3.2 14.3 33.4 0 0 0 9.3 17.2 0 18.5 0 19 103.8 17.3 22.4 0 0 0 0 0 0 0 0 0 27.2 5.4 0 0 0 12.4 0 8.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28.6 55.3 12.2 19
727.602997648655 7264.55179772863 230 0 0.2 0 14.1 0 0 4.5 0.3 0 35.9 1.9 71 11.4 0 0 0 33.6 0 5.2 56.4 0 3.1 3 16.8 0 0 0 0 0 12.8 32 0 0 0 11 0 3.4 12.2 0 8.5 0 2 15.1 2 4.2 0 1.9 0 0 0 21 0 0 17.9 15.7 4.5 0 0 0 0 0 0 3.7 4.7 0 1.1 0 0 0 5.2 7.2 32.2 0 0 2.2 0 0 0 0 0 0 0 0.6 0 3.8 0 0 0 0 3.7
754.544687975999 7260.39226162451 160 0 0 0 0 0 0 0 0 10 15.2 0 12 0 0 0 0 40.5 20 40 51.8 0 32.1 40 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 20.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.6 0 0 25.2 3.6 10 0 0 8.7 16.5 0 0
705.469012286468 7260.4991879512 227 2.2 0 0 8.5 0 0.5 1 0 0 11.8 3.3 8.2 27.3 0 0 0 0 32.3 21.7 15.9 11.2 1.8 0 50.6 0 0 0 8.5 1.2 21 33.8 0 1.5 0 3 11 3.8 24.5 0 0 0.8 3.8 0 0.5 2.2 13 0.3 9.5 4.2 0 2 0 0 4 23.7 2.5 0 0 0 0 0.5 0 2.8 3.1 0 0 0 0 5.8 0 29.7 4.3 0.5 0 0 0 0 1.8 0 0 0 0 2 0 0 0 6.8 0 0 9.8
702.435705120428 7271.71176426667 180 0 0 0 4.5 11.5 2.7 7.8 3.1 5 10.2 9.7 9.8 13.9 14.3 0 0 0 23.2 23.6 18.8 9 16.1 5.5 11.2 0 3.9 0 0 0 4.3 32.3 8.9 2.5 0 0 0 0 33.4 0 6.7 3.4 0 0 0 10.1 0 0 0 0 0 19.5 0 0.3 8.6 18.9 0.2 0 0 0.8 0 0 1.2 0 6.9 1.5 7.5 0.3 0 0 0 56.4 11 0 3.6 0 0 0 5.8 0 0 6.3 0 5.5 0 0 5.3 2.2 0 0 3.5
673.528011722936 7256.10703233922 270 0 5 0 0 0 0 22.3 0 0 1.5 20 11.3 10 0 0 0 17.3 0 38.3 27.2 45 22.3 0 7 0 0 0 0 0 0 11.3 0 0 14 0 0 8.6 24.2 0 0 3.1 2.1 0.5 1.2 1.4 6.3 0 0 11.8 0.5 0 2.7 0 2.5 3 26.2 0 0 0 0 0 0 0 0 0 0 0 0 14.6 0 73.6 0 0 2 0 0 0 0 0 0 0 0 0 0 0 10.8 17.2 0 0 6.5
668.540476966171 7261.70744837779 400 0 4 0 0 0 3.7 52 0 0 0 8.1 22.2 8.9 0 0 0 25 2.5 20.9 24.4 11 31 0 5.3 0 0 0 0 0 12.6 14 7.3 0 2.4 2.5 0 0 29.4 0 0 3.4 3 0 0 0 17.8 0 0 0 0 0 0 0 21.4 14 28.6 0 0 0 0 0 0 0 4.8 0 0 0 0 11.4 0 105.6 0 0 0 0 0 0 0 0 0 0 0 0 3.4 0 3.9 13 0 3.6 7
675.182825192131 7254.23615972575 320 0 15.4 0.5 0 7.7 13.7 7.2 0 0 5.6 27.5 8.8 3.7 0 0 0 8.6 22.6 15.1 28.3 16.5 27.5 4.7 0 0 5.2 0 0 0 0 4.6 3.9 0 3.5 3.2 6.3 0.9 14.6 0 0 3.7 3 0 0 0 8.1 0 0 0 3.2 0 0 0 0 15.3 0 0 0 0 6 0 0 0 0 0 0 0 0 17.4 66.2 0 0 0 4.3 0 0 0 0 0 0 0 0 0 0 0 7.5 0 0 0 8.1
608.496776694133 7286.76056807656 1068 0 0 0 0 0 12.4 0 9.2 8.5 12.3 22.7 18.3 35.3 0 0 0 3.3 2.5 15.9 9.7 26.1 59 0 0 10.9 0 0 7.7 0 0 8.2 9.2 0 0 0 0 12.9 0 0 19 15 14.2 6 11 4.5 2.7 27.6 0 0 0 20.9 0 0 0 0 0 0 0 0 8.5 4.2 0 0 0 0 0 0 0 0 0 12.7 23.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23.7 7.8 24.1 3.2
631.992495593832 7319.32882461874 923 0 4.7 0 4.3 0 0 0 0 25.3 0 0 12.2 0 0 0 0 0 10.3 8 6.5 0 3.2 0 0 0 0 16.6 12.2 0 0 6.3 0 7 0 8.1 0 0 0 0 8.3 4 0 2.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 4.7 0 0 0 0 0 0 0 0 0 0 16.8 8 0 0 0 0 0 0 0 18.4 0 0 9 0 0 0 0 0 0 12.7 2
671.632200057648 7239.51438914116 480 0 0 0 0.3 9 5.1 17.3 4.4 0 0 17.4 17.2 10.1 0 0 0 10 0 8 12 0 8.7 0 13.5 0 23 0 4.2 0 0 12.3 8.7 37.3 0 11.2 0 31 46.3 0 0 24.4 14.7 11 12.1 14.5 8.3 0 8.9 7.1 2 9.3 0 22.4 0 19.5 35.3 0 27.4 0 0 0 0 0 0 0 0 0 0 18 0 31.7 0 0 0 0 0 0 0 0 8.7 0 0 5.3 0 0 0 27 0 0 13.4
660.065819648311 7282.08933055696 818 0 4.2 0 23.7 0 0 3.1 0 0 0 19.8 0 0 0 0 17.9 0 8.8 0 7.9 20.2 0 55.4 0 28.6 0 11.9 25.9 0 0 0 22.5 15.8 41.1 27.6 0 0 0 0 0 0 0 0 0 3.2 29.2 6.6 0 3.3 0 0 11.8 0 6.3 0 23.5 0 0 0 0 0 0 0 16.6 0 7.1 0 0 0 0 123.1 7.3 0 0 0 0 0 8.8 0 0 0 0 0 0 0 0 11.6 0 8.2 4.3
654.924220425104 7250.79007751354 480 0 2.5 0 0 0 3.5 50 5.4 0 0 20.7 14 10 0 0 0 21.4 0 28 54 18.9 15.7 2.7 1 0 0 0 10.4 36 0 21.4 3.9 2.5 1.3 3 0 17.5 21.8 0 6.5 8.3 6 3 16.5 6.7 41 6.3 0 0 0 0 0 0 16 12.1 76.6 0 0 0 0 0 0 0 0 0 0 0 9 0 0 93 0 0 6.3 0 0 0 0 0 0 0 0 0 0 0 11.7 9.7 0 1.5 6.7
693.509325597776 7237.37283578737 880 0 0 0 5 0 1.2 1.8 0 0 0 21.2 44.8 0 0 0 0 28.9 0 33.8 9.6 0 0 0 12.5 0 0 0 0 5.7 15.1 6 5.1 9.7 3.9 0 3.7 13.5 0 0 1 4.4 18.6 0.5 8.2 3.1 30.2 0 7.3 0 0 0 0 35.6 0 18.7 6.2 17.5 0 0 0 0 0 0 0 0 6.2 0 0 0 2.2 0 0 23.5 0 0 0 0 0 0 0 0 0 4.8 0 0 3.1 4.2 0 0 0
618.714995039668 7241.45912043686 1007 0 2 0 10.3 14 1.4 50.5 0 0 0.6 31 33.6 8.4 0 0 0 26.5 0 11.5 3.2 0 27.6 3.2 9 0 0 0.6 0 2.5 0.5 70.3 0.5 14.4 3.1 21.7 0 0 12 52 0 13 1.9 0 20.6 14.8 41.8 14.8 0 0 0.9 31.1 4.6 7.8 0 7.7 1.7 0 1.3 0 0 1.2 0 3.4 5.5 0 0 0 0 5.6 0 28 0 1.8 5.4 0 0 0 0 0 0 2.5 0 3.5 0.5 2.3 0 3.4 0 1.5 14.4
631.428509908414 7259.40736761923 1051 0 0 0 0 0 19.6 16.1 0 0 23.3 7.8 19.1 0 0 0 0 33.4 0 0 19.2 24.7 0 0 39 0 0 0 9.8 0 2.3 0 0 67.2 42.1 8.9 0 0 21 0 0 21.2 22.3 0 0 0 42.4 8.5 0 0 9.8 13.9 0 0 0 0 0 21.2 0 6.4 0 0 0 0 19.8 11.2 0 0 0 0 22.9 51.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22.3 0 0 25.4
633.287613375355 7275.0390481475 1100 0 1.5 0 6.4 19 9.6 32.2 0 27.5 6.7 3.6 26 11.2 0 3.2 25.5 3.8 0 13.9 4.4 12 25.3 11.1 6.1 20 0 0 0 3 5.5 7.5 3 35.3 33.8 6.6 0 0 2.8 0 0 6.3 11.6 0 0 0 31.2 16.4 0 0 0 0 0 0 0 8.6 0 17.6 0 0 0 0 0 0 6.3 0 0 0 0 0 0 65.6 0 0 14.9 0 0 0 0 0 0 0 0 0 0 0 0 22.4 7.2 2.5 5
629.040532776996 7289.78665195333 1026 0 0 1.3 6.6 0.3 21 0 11.7 7 7.3 14.8 15.3 11.7 0 0 9.9 5.5 0 24.1 6.6 20.1 45.4 15.4 0 7.2 14.5 0 15.5 0 0.4 3.2 0 1.3 0.8 4 0 8.4 4.1 0 3.2 19 12 3.6 1.5 0 31.7 6.9 7.5 7.2 1.6 0 0 0 0 23.3 0 11 0 0 0 0 0 0 0 0 0.9 0 4.3 0 0.1 42.7 0 0 1.2 0 0 0 0 0 0 0 3.3 7.5 0 0 0 35.1 10.7 21.1 1.8
643.694308428176 7302.62429049713 1000 0 0 0 10.5 0 2.6 0 0 20.5 0 22.3 28.4 18.5 0 0 0 4 0 36.2 7.2 13.3 38.5 14.3 0 0 0 8.6 16.4 0 3.7 5.8 0 25 19.4 2.7 0 0 4.6 0 3.5 10.3 12.1 2.7 9.2 0 19.8 12.5 4 2.3 0 32.5 0 0 2.3 5.9 45.2 0 3.7 2.9 0 0 0 0 0 0 0 0 2.6 0 0 42.4 0 1.6 16.4 0 0 0 0 0 0 0 5.5 1.7 0 0 0 38.5 3 4.3 1.2
630.283978599217 7317.96031945582 890 0 0 1.3 11.2 0 0 75.7 45.6 0 0 0 0 0 24.1 0 0 6.2 0 32.6 14.7 9.8 16.7 11.4 2.2 0 9.5 0 0 1.1 2.1 3 11 21 0 0 0 1.1 2.8 0 3.2 6 9.5 0 10 0 7.5 2.8 0 2 0 0 0 0 0 36.5 22.5 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8 36.1 3 2 0.5 0 0 0 0 0 0 0 2 20.3 0 0 0 38.7 17.5 34.2 0
655.845329356553 7333.85036949198 650 0 0 15.7 5.8 0 14.3 25.4 15 2 0 7.5 23 60.3 0 0 0 7.5 0.5 19.2 5 25 41.3 0 2.7 0 0 0 0 2.4 16 0 1 0 31.9 11.5 0 0.8 30 0 0 2.6 8.7 0 12 6.6 47.8 1.5 0 0 0 19.2 0 0 1.5 14.8 0 0 0 0 0 0 0 0 0 0 0 0 0 4.5 3.3 60 3.7 0 16.5 0 0 0 0 0 0 0 2 4.3 0 0 0 33.5 0 8.3 0
637.247621588574 7337.72935300484 850 0 0 0 13.7 0 37.9 8.9 1.8 1.4 0 18.9 57.9 43.9 0 0 0 20.9 0 13.9 11.3 7.8 13.5 0 2.4 0 1.6 14.7 0 0 2.3 0 0 11.5 1.3 0 0 0 15.6 0 19.8 5.2 0 13.5 5.9 0 16.8 1.3 0 0 10.5 3.4 0 0 0 22.1 0 6.1 0 0 3.4 0 0 0 0 0 0 0 0 0 2.5 26.9 0 1.5 31.4 0 0 0 39.2 0 0 0 4.8 3.2 0 0 0 29.3 10.2 21.2 1.9
654.778509810895 7237.86520467335 150 0 0 3.8 0 0 0 41.5 0 0 0 34.9 11.4 11.6 0 0 0 37.2 8.2 39.4 78.2 0 0 23.4 0 0 0 0 0 0 0 13.5 1.6 0 0 19.4 0 38.4 35.6 0 14.8 44.6 7.5 0 0 0 79.8 0 1.8 0 0 0 0 0 0 11.5 74.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81.2 0 12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 7.6 0 0 0
560.78408478201 7289.08685995758 720 0 0.8 0 0 2.1 7.5 0 4.7 0 0 0 19.8 14.6 0 0 0 27 0 19.6 0.2 19 24.5 0 24.2 0 0 0 0 0 0 8.9 0 3.4 4.2 0 0.4 14 18.4 7.3 0.8 26.2 34.5 0 5.7 2.3 28.7 0 0 0 1.4 26.7 0 0 0 9.8 0 0 0 0 2.9 0 0 0 0 0 0 0 0 1.6 0 3.1 0 0 0 0 0 0 3.8 0 0 0 0 1.4 0 0 0 5.2 31.5 9.4 5.8
531.268541965549 7342.20750920053 604 0 0.2 0 0 6.4 0.5 0 9.2 9.4 0 0 16.8 45.2 0 0 0 20.8 0 10.4 2.2 0 61.2 0 7.2 11 0 6.9 15.4 0 12.6 2.6 18.2 30 0 0 0.6 16.4 26.4 20 0.6 0 19.2 0 9.2 0.2 3.4 0 2.2 0 5.8 0 0 0 16.2 8.6 0 0 0 0 1.6 0 0 0 0 0 0 5.4 0 0.2 1.1 48.4 2.6 0 7.1 0 0 0 5.8 0 0 0 1.8 16.4 0 4.6 0 0 44.6 6 8.8
507.676865457764 7322.5875735096 750 16.2 0 0 0 0 4.1 18.9 0 0 13.5 19.2 0 31.7 0 0 0 3.8 0 42.6 0 4.8 17.9 13.8 21.3 0 5.3 24.8 23 0 0 9 0 0 0 0 31.8 18.3 34.3 15.9 20.6 27.2 42.3 0 0 20.1 0 0 0 0 0 0 0 0 0 5.1 0 0 0 0 0 0 0 0 0 11.8 3.6 18.5 12.4 0 0 0 13.5 11.2 0 0 0 0 0 0 0 21.5 10.3 0 0 0 0 36.2 0 18 0
601.089329741158 7258.67696630758 1009 0.2 2.1 0 7.3 8.4 1.6 28 3.5 11 5.1 0 25.3 11.7 0 0 0 3 0 7.7 11.8 1.4 25.7 0 0 0 0 3.6 10.8 2.1 0 6.4 2.5 1.3 74.3 0 0 9.3 17.8 8.4 0 23 9 0 10.5 4.3 15.2 33.9 0.5 30.4 0.2 14.1 0.1 0.6 0 7 0 0 0.5 0 2 0.7 0 1.8 1.1 0 0 0.6 0 0 1.4 43.8 4.4 0 0 0 0 0.5 1.3 0 0.4 0 5.5 2.2 0 0 0 13.7 7.6 4.1 6.4
538.88498237175 7308.81811480761 768 0 13 0 0 0 4.1 0 2.6 2.7 0 0.5 9.8 40.4 0 0 42 30.5 1.6 17 12.3 0.4 23.2 0 18.2 0.8 0 0 0.2 0 0 28.1 10.6 37.5 1.7 31 1.1 16.7 16.3 30.5 1.7 21.2 59.7 0 17.4 6.1 8.8 4.2 10.8 0 3.6 0 0.2 0 0.8 13 0 46.7 0 0 40.3 0 1 0 0 0.4 0 0 0 1.2 1 17.7 0 0 0.2 0 0 0.1 22.8 0 0 0 0 0 0 0 0 1.6 26.7 12.3 9.6
594.358816813535 7260.56285752671 975 0 0 0 31.6 0 0 0 5 0 0 0 0 0 0 0 0 0 0 23.2 2.4 1.2 44.3 32.3 0 0 3.2 0 0 0 0 0 4.2 20.7 7.2 5.8 22.9 0 13.8 4.5 0 20.9 10.9 0 0 0 13.2 30.6 0 8.6 0 5.6 34.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25.6 15.8 0 16.2 0 0 0 0 0 0 0 0 0 0 0 5.4 15.5 5.1 0
574.008517834396 7236.72353107602 950 0 0 0 0 0 0 5.1 0 36.4 0 0 22.8 16.3 0 0 29.3 21.5 0 0 23.2 0 9.6 0 31.4 0 0 5.2 2.1 1.3 0 3.1 2.1 1.6 11.5 0 0 42.6 29.9 26.1 0 11.1 31.2 0 9 3.4 42.3 16.6 0 14.2 0 23.7 0 0 0 2.1 0 3.2 0 0 0 0 2.1 0 0 0 0 0 0 0 0 5.3 11.6 0 0 0 0 0 0 0 0 0 0 2.1 0 0 0 16.8 2.1 8.9 27.1
600.953833711446 7240.21701266003 1000 0 0.9 0 1.4 9.6 0.8 0.5 0.5 9.9 0 1.1 27.3 13.5 0 0 0 28 0 4.7 3.7 0.3 104.8 5.2 1.3 0 1.2 0 0 0 0 5.2 0.7 2 19.8 2.5 0 9.5 22.3 7.4 0 15 23.2 1.7 2.1 15.7 45.8 20.8 0 4.4 2.2 46 0 0.6 0 1.2 0 1.1 0 0 0 0.5 0.9 0.9 0.1 0 0 0 0 0 0 34.4 2.1 0 0 0 0 0 0 0 0 0.3 0 4 0 6 4.4 4.6 1.6 0.5 24.9
570.818051387566 7269.96073295592 1200 0 0 0 38 1.2 0 0 3.6 0 0 0 20 25 0 0 0 0 0 32 15 33 0 18 0 0 0 0 0 1.8 1.2 0 6.6 25 0 6.5 33 0 19.5 0 0 11.2 0 16.2 39 20 10 0 21 22 0 0 0 0 0 5.8 1.2 0 1.5 1.2 0 0 1.5 0 0 2 0 0 0 0 3.5 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 15.9 39 0 2.7 0
587.738813665229 7275.40089780391 1050 0 0 0 16.1 0 0 10.2 0 0 18.1 2.4 0 0 6.2 9.3 6.4 2 9.8 12.1 0 8.1 2.9 29.1 52.2 5.3 0 0 0 0 0 0 0 10.9 7.9 19.5 0 0 6.8 29.1 13.6 6.9 10 4.8 21 8.3 22.3 22.1 2.3 0 0 0 0 12.1 6.4 0 0 0 0 0 0 0 0 0 0 0 18.3 0 0 7.2 0 0 31.1 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 11.4 10.6 0 0
591.281205368813 7304.87789424729 962 0 0 0 0 0 12.5 0 12.7 6.2 8.4 0 57.1 34.9 0 0 0 16.8 10.2 39.2 13.2 3.9 16.8 6.4 0 41.3 2.4 0 15.9 0 0 20.2 10.2 30.3 18.7 6.7 0 10 26.5 22.5 0 12.4 18.7 0 14.6 14.6 8 44.2 0 0 0 18.9 0 0 0 31.4 0 4.6 0 15.7 0 0 0 0 0 0 0 0 0 0 0 10.8 15.7 0 8.4 0 0 0 0 0 0 0 0 4.2 0 0 0 10.5 6.5 2.2 11.5
577.872605862239 7321.56763377909 1050 0 0.3 0 1.9 17.6 18.5 0 0 0 4.4 9.8 52.3 31.3 0 0 0 68.7 2.3 59.2 15.4 9 27.6 0 1.3 16 2.6 0 0 0 0 4.4 0.7 7 12.5 0.7 4.5 9.6 7.1 31.7 0 64.9 17 0 7.5 24.5 7 5.3 0 3.7 3 0.3 0 0 0 14.2 0 29.8 0 3 0.3 0 0 0 0 0 0 0 0 0.7 0 56.2 0 0 0 0 0 0 2.7 0 0 0 6.1 16.7 0 0 0 5.9 13.5 2.8 3.5
592.993018397984 7316.83689857784 957 1 0 0 0 8 0 1 0 5 0 0 43 38 0 0 0 30.5 1.8 51.5 43.5 45 16 0 0 12.5 0 1.5 8.5 0 0 7 7 60.5 7.5 2.9 39.1 0 8.4 31.5 0 5 16.3 8.8 0 12 3 0 0 0 16.8 0 0 0 0 19.5 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 37 0 0 22 0 0 0 0 0 0 3.9 11.5 0 0 0 0 20 7.5 0.9 0.4
518.379601068006 7291.29946904141 919 0 0 0 0 0 4.2 0 0 0 0 5.5 3.4 17.8 0 0 0 2.1 0 5.1 12.2 13.6 25.8 7.7 24 0 0 0 0 0 0 19.8 0 0 52.2 35.9 7.3 9.4 4.9 20.3 15.3 35.8 15.3 14.6 6.6 18.9 32.7 3.6 1.7 0 15.9 17.3 0 0 0 10.9 0 6.2 5.5 0 17.9 0 0 0 0 0 0 1.2 0 27.1 0 11.7 7.7 0 0 0 0 0 5.3 0 0 0 0 4.4 0 0 0 16.1 43.9 0 6.6
593.21721045976 7341.78295867444 900 0 0 0 0 27.6 0 0 0 3.3 0 0 91 0 0 0 0 41 0 23.9 42.4 51.2 2.3 0 16.2 0 13.6 7.8 0 0 0 0 0 19.6 0 8.3 0 12.6 0 6.8 0 0 33.2 0 13.8 0 0 0 0 0 25.6 0 0 0 0 23.5 0 0 0 29.1 3.7 0 0 0 0 0 0 0 0 0 9.7 39.2 0 19.4 11.2 0 0 0 0 0 0 0 11 0 0 0 21.1 16.9 12.4 11.4 3.1
510.932282103467 7239.75384403509 743 0 0 3 0 0 3 0 3.2 3.5 0 1.7 120 23.2 0 0 0 7.5 0 3.5 9.8 3.2 19.7 0 7.4 0 4.5 0 0 0 0 5.8 6 8.1 13.5 3.5 0 10.2 15.6 2.5 0 12.5 22 0 13 0 43.5 2 0 0 0 23 0 0 3 7.8 0 22.5 0 0 0 0 3.7 0 0 0 0 0 0 0 11 0 3.2 0 0 0 0 0 5.5 0 0 0 0 0 0 0 0 0 18.8 10 41
506.576600222981 7271.71211419077 1116 0 0 7 7.4 2 3 0 0 0 9.8 4.4 2 11.3 0 0 0 2 0 1 16 0 33.4 0 36 15 0 4.6 12 0 0 2.4 0 0 8 0 2.5 3 5 0 1 63.4 20 0 11 2.4 28.4 0 2 1 7 1 0 0 2 6.4 0 0 2 3 0 0 4 0 0 0 0 2 0 0 14 2.4 1 0 0 0 0 0 4.5 0 0 0 0 3.6 0 0 0 2.4 22.6 3 0
503.375983742548 7299.63730852508 650 0 0 2 0 0 0 3.2 0 0 0 35.8 16.8 70 0 0 8 2.3 1.9 12.6 4.5 0 30.8 0 0 0 0 0 7.4 0 0 0 5.3 0 33.1 6.6 7.5 4.4 0 15.7 6.8 11.9 18 4.1 10.4 0 0 6.5 0 0 3.8 5.2 0 0 0 0 0 2.4 2 1 10.6 0 0 0 0 0 0 0 0 1 2.6 0 6.1 0 0 0 0 0 0 4.2 0 0 0 1.3 0 2 0 1 30 0 10.3
535.356551422713 7249.76682848544 950 0 0 0 7.3 10.6 0 9.5 0 5.8 4.2 0 0 13.2 0 7.7 0 9.3 0 4.7 3.5 0 12.1 15.1 0 0 2.3 0 7.9 8.2 0 0 0 4.1 0 32 0 0 8.9 52 0 0 0 38 0 9.8 0 0 0 0 0 0 11.3 0 7.4 10.3 0 0 12.1 0 0 0 8.2 0 0 0 0 5.9 0 0 0 0 8.7 10.4 0 0 0 0 10.7 0 0 0 0 16.2 0 0 0 9.3 0 5.5 0
562.256958691984 7240.44732605006 780 0 0 0 3.8 0 6.4 12.8 0 8.6 0 9.2 18.3 11 5.2 2.7 5.9 21.5 3.5 2.5 0 1.3 5.7 5.9 0 28.3 0 0 10.9 0 3.6 0 0.8 0 0 0 0 0 12.4 33.5 43.8 25.3 0 0 0 8.3 23.9 0 0 0 0 0 9.8 27.1 0 0 0 19 0 0 0 0 0 0 0 0 7.1 0 0 0 0 0 0 0 0 0 10.7 0 0 0 0 0 0 0 0 0 0 0 0 4.2 15.8
530.509477258021 7343.89202815433 NA 0 0.9 0 0 1.6 2 0 0 0.9 0 0 22.1 44 0 0 0 7.5 13.5 10.2 2.3 0.2 60.6 4.9 27.5 8.9 8.1 5.2 15 0 2.2 17.5 11.3 29.9 0 0 0 17.6 36.1 11.7 1.5 15.7 22.6 0 13.3 1.6 1.2 5.8 0 0.2 0.4 0 0 0.3 19.4 20.5 0 0 0 0 1.2 0 0 0 0 0 0.1 6 0 0.5 0 40.6 0 0 3.7 0 0 0 6.5 0 0 0 1.5 13.1 0.1 9.1 0 3.4 40 3.6 9.3
528.186760983231 7311.14652231233 655 0 0 0 0 0 9.2 0.2 16 0 0 10.1 18.8 48.7 0 0 15.7 46.6 3.6 30.1 4.6 0.2 26.9 0 0.3 0.4 12.7 20.2 0 0.4 0.9 8.8 0.7 26.4 23 4 9.9 2.2 23.3 0.5 1.7 35.3 23 3.9 0 12.6 1.4 3.2 0 0 9.8 3.8 0 0 0 10.4 0 0 0 0 22 0 0.4 0 0 0 0 2.9 0 0 1.1 13.9 0.2 1.2 0 0 0 0 7.6 0 0 0 0.8 1 0 0 0 14.2 33.4 0 10.7
515.378700458815 7326.87713752824 715 6 2.7 19 0 0 2.9 0 0.9 0 0 0.3 0 45 0 0 0 11 10 0.4 0 0 59 0.2 0.3 32 21 8 1.4 16 6 11.1 7.6 0 54.5 0 8 5 9 10.9 10 10 0 15 16.5 10 5.4 0 0 0 8.5 0 0 3.2 0 0 0 0 0 3.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
437.298224799739 7340.10022449992 380 0 0 0 0 0 0 0 0 0 19.2 24.8 23 32.8 0 0 0 14.5 0 8.4 20 5.7 32.8 0 0 0 0 0 0 0 0 0 0 0 26.9 3.5 11 0 75.8 0 2.6 33.6 55.2 0 0 34.4 0 0 0 0 0 0 0 0 7.4 36.7 0 12 0 0 26.9 0 0 3.5 11 0 5.8 0 0 0 34.4 21.2 0 0 0 0 0 0 0 0 0 0 42.4 37.2 0 0 0 28.2 24.8 0 0
484.843173490851 7253.5021673301 550 0 0 11.2 0 0 11.8 0 0 0 0 1.9 1 9.5 0 0 0 0 0 3.6 3.2 0.7 43 0 1.9 0 0.4 0 12.6 1.4 4.3 58.4 12.9 11.8 0 0.5 25.8 31.3 9.7 14.4 15.1 8.3 11.1 0.6 15.2 2.1 0.9 0 0 0 5.9 0 0 0 8.3 7.5 0 0 0 0 0 0 0.2 0 0 0 0 0.5 0 2.5 4.8 2.8 0 7.4 0 0 0 0 0.5 0 0 0 0 1.1 0 0 0 42.3 69.9 0.7 12.5
450.880706318463 7334.61740461076 625 0 0 0 0 0 5.3 0 21.8 6.3 1.7 16 9.9 36.7 0 0 0 18.1 17.9 8.9 1.6 6 19.2 0 0 0 0 0.7 6.1 13.4 0 0 0 6.4 0 3.1 7.5 0 85.8 0 4 17.8 42.5 25.5 7.7 0 7.2 6.2 0 0 17.8 2.4 0 0 2.7 28.3 0 0 0 0 24.3 0 0 0 0 0 0 0 0 0 43.3 63.4 0 0 0 0 0 0 0 0 0 0 5.3 0 0 0 0 2.7 46.8 0 14.2
410.816100776172 7242.14799610224 900 0 0 25.5 0 0 0 0 29.3 0.9 0 0 9.7 7.6 0 0 6.1 20.4 27.6 13.1 2.1 0 12.5 6.7 45.5 0 0 0 0 43.8 51.3 15.9 5 2.9 0 0 34.6 0 2.8 0 16 9.3 17.6 21.2 9.2 5.4 0.9 0 0 0 17.4 4.3 0 0 9.2 18.4 3.2 10.8 0 5.7 0.3 0 0 0 0 0 0 0 0 0 2 2.9 0 0 0 0 0 0 0 0 0 0 0 0.7 0 0 1.8 5.8 26.3 0 15.6
