"rent" "floor.size" "year" "location" "Gute.Wohnlage" "Beste.Wohnlage" "Keine.Wwv" "Keine.Zh" "Kein.Badkach" "Besond.Bad" "Gehobene.Kueche" "zim1" "zim2" "zim3" "zim4" "zim5" "zim6"
11.92 85 1957 132 1 0 0 0 0 0 0 0 0 1 0 0 0
4.88 61 1960 207 0 0 0 0 0 0 0 0 1 0 0 0 0
6.97 146 1918 34 0 0 0 1 1 0 0 0 0 0 0 1 0
8.51 66 1980 158 0 1 0 0 0 0 0 0 1 0 0 0 0
8.52 65 1983 185 0 0 0 0 0 1 0 0 0 1 0 0 0
9.8 60 1918 371 0 0 0 0 0 0 0 0 1 0 0 0 0
3.11 125 1918 363 0 0 1 1 0 0 0 0 0 0 0 1 0
7.77 52 1967 232 0 0 0 0 0 0 0 1 0 0 0 0 0
2.93 66 1918 96 1 0 0 0 0 0 0 0 0 1 0 0 0
8.25 69 1960 208 0 0 0 0 0 0 0 0 0 1 0 0 0
5.85 82 1918 289 0 0 0 0 0 0 0 0 0 1 0 0 0
7.68 92 1971 229 0 0 0 0 0 0 0 0 0 1 0 0 0
8.28 74 1969 182 0 0 0 0 0 0 0 0 0 1 0 0 0
16.93 32 1918 367 1 0 0 0 0 0 0 1 0 0 0 0 0
3.57 37 1948 140 0 0 1 1 0 0 0 0 1 0 0 0 0
2.5 68 1918 101 1 0 1 1 0 0 0 0 0 1 0 0 0
9.94 115 1970 307 0 0 0 0 0 0 0 0 0 1 0 0 0
11.01 65 1918 147 1 0 0 0 0 0 0 0 1 0 0 0 0
8.91 66 1970 171 0 0 0 0 0 0 0 0 0 1 0 0 0
10.23 36 1957 275 0 0 0 0 0 0 0 1 0 0 0 0 0
7.65 100 1918 126 0 0 0 0 0 0 0 0 0 0 1 0 0
8.87 48 1960 127 1 0 0 0 1 0 0 0 1 0 0 0 0
5.81 50 1948 94 0 0 0 0 0 0 0 0 1 0 0 0 0
5.29 80 1918 133 1 0 0 0 0 0 0 0 0 1 0 0 0
10.65 30 1968 306 0 0 0 0 0 0 0 1 0 0 0 0 0
7.3 76 1975 213 1 0 0 0 0 0 0 0 0 0 1 0 0
6.45 61 1966 207 0 0 0 0 1 0 0 0 1 0 0 0 0
11.36 25 1948 131 1 0 0 0 0 0 0 1 0 0 0 0 0
7.38 85 1918 30 1 0 0 1 1 0 0 0 0 1 0 0 0
10.31 59 1998 207 0 0 0 0 0 0 0 0 1 0 0 0 0
10.87 48 1987 345 1 0 0 0 0 0 0 0 1 0 0 0 0
6.36 92 1939 55 0 0 0 0 0 0 0 0 0 0 1 0 0
5.84 70 1969 120 0 0 0 0 0 0 0 0 1 0 0 0 0
5.28 50 1918 80 0 0 0 1 1 0 0 0 1 0 0 0 0
7.15 82 1918 76 0 0 0 0 1 0 0 0 0 1 0 0 0
11.55 31 1918 76 0 0 0 0 0 0 0 1 0 0 0 0 0
7.77 89 1972 165 1 0 0 0 0 1 0 0 0 1 0 0 0
11.65 50 1973 307 0 0 0 0 0 0 0 0 1 0 0 0 0
8.82 43 1918 81 0 0 0 0 1 0 0 0 1 0 0 0 0
6.76 122 1918 262 1 0 0 0 0 0 0 0 0 1 0 0 0
7.43 65 1986 232 1 0 0 0 0 0 0 0 1 0 0 0 0
8.54 50 1957 20 1 0 0 0 0 0 0 0 1 0 0 0 0
6.01 65 1957 25 0 0 0 1 0 0 0 0 1 0 0 0 0
5.68 87 1948 289 0 0 0 0 0 0 0 0 0 1 0 0 0
8.63 84 1973 182 0 0 0 0 1 0 0 0 0 1 0 0 0
10.76 73 1998 126 0 0 0 0 0 0 0 0 0 1 0 0 0
8.31 80 1918 366 1 0 0 0 0 1 0 0 0 1 0 0 0
5.52 65 1918 81 0 0 0 0 0 0 0 0 1 0 0 0 0
8.16 89 1973 223 0 0 0 0 0 0 0 0 0 1 0 0 0
3.85 52 1957 189 0 0 0 0 0 0 0 0 1 0 0 0 0
8.95 54 1992 354 1 0 0 0 0 0 0 0 1 0 0 0 0
11.42 67 1993 246 1 0 0 0 0 0 0 0 1 0 0 0 0
7.66 70 1966 129 0 0 0 0 0 0 0 0 0 1 0 0 0
6.76 83 1918 101 1 0 0 0 0 0 0 0 1 0 0 0 0
9.5 160 1918 108 0 0 0 0 0 0 0 0 0 0 0 0 1
6.48 71 1918 89 1 0 0 1 0 0 0 0 0 1 0 0 0
7.16 69 1966 133 1 0 0 0 1 0 0 0 0 1 0 0 0
9.1 125 1918 131 1 0 0 0 0 0 0 0 0 0 1 0 0
9.09 90 1918 34 0 0 0 0 0 0 0 0 0 0 1 0 0
9.35 80 1996 225 1 0 0 0 0 0 0 0 0 1 0 0 0
4.35 62 1918 345 0 0 1 1 0 0 0 0 1 0 0 0 0
9.25 46 1972 153 0 0 0 0 0 0 0 0 1 0 0 0 0
4.15 72 1924 83 0 0 0 0 0 0 0 0 0 1 0 0 0
5.02 47 1960 53 0 0 0 0 1 0 0 0 1 0 0 0 0
9.66 50 1993 192 1 0 0 0 0 0 0 0 1 0 0 0 0
5.57 70 1966 202 0 0 0 0 1 0 0 0 0 1 0 0 0
7.27 73 1966 286 0 0 0 0 0 0 0 0 0 1 0 0 0
5.21 65 1960 110 0 0 0 0 0 0 0 0 0 1 0 0 0
6.53 80 1966 125 0 0 0 0 0 0 0 0 0 1 0 0 0
8.5 89 1918 52 0 0 0 0 0 0 0 0 0 0 1 0 0
7.29 57 1974 248 0 0 0 0 0 0 0 0 1 0 0 0 0
9.28 70 1974 123 0 0 0 0 0 0 0 0 0 1 0 0 0
7.54 65 1924 20 1 0 0 0 0 0 0 0 0 1 0 0 0
8.09 67 1918 42 1 0 0 0 0 0 0 0 0 1 0 0 0
8.56 60 1918 64 0 0 0 1 1 0 0 0 0 1 0 0 0
10.88 65 1957 20 1 0 0 1 1 0 0 0 1 0 0 0 0
5.84 52 1966 41 1 0 0 0 1 0 0 0 1 0 0 0 0
10.59 56 1957 26 0 0 0 0 0 0 0 0 1 0 0 0 0
7.12 85 1957 132 1 0 0 0 0 0 0 0 0 1 0 0 0
12.97 25 1971 145 1 0 0 0 0 0 0 1 0 0 0 0 0
7.83 83 1918 267 0 0 0 0 0 0 0 0 0 1 0 0 0
6.39 100 1918 76 0 0 0 0 0 0 0 0 0 0 1 0 0
9.11 105 1966 69 0 0 0 0 0 0 0 0 0 0 1 0 0
8.42 58 1966 255 1 0 0 0 0 0 0 0 1 0 0 0 0
8.71 55 1918 80 0 0 0 0 0 0 0 0 1 0 0 0 0
8.52 54 1986 210 0 0 0 0 0 0 0 0 1 0 0 0 0
9.47 67 1966 218 0 0 0 0 0 0 0 0 0 1 0 0 0
11.85 82 1994 320 1 0 0 0 0 1 0 0 0 1 0 0 0
7.42 51 1948 54 0 0 0 0 0 0 0 0 1 0 0 0 0
9.45 77 1957 218 1 0 0 0 0 0 0 0 0 1 0 0 0
5.97 65 1966 229 0 0 0 0 1 0 0 0 1 0 0 0 0
8.04 57 1971 61 1 0 0 0 0 0 0 0 1 0 0 0 0
8.32 40 1972 102 1 0 0 0 0 0 0 0 1 0 0 0 0
8.66 89 1993 64 0 1 0 0 0 0 0 0 0 1 0 0 0
7.64 72 1973 124 0 0 0 0 0 0 0 0 0 1 0 0 0
5.44 54 1973 131 1 0 0 0 1 0 0 0 1 0 0 0 0
6.83 62 1983 207 0 0 0 0 0 0 0 0 1 0 0 0 0
14.04 46 1994 63 0 1 0 0 0 0 0 0 1 0 0 0 0
8.39 85 1975 248 1 0 0 0 0 0 0 0 0 0 1 0 0
7.68 52 1969 199 1 0 0 0 0 0 0 0 1 0 0 0 0
8.35 35 1966 217 0 0 0 0 0 0 0 0 1 0 0 0 0
8.83 78 1960 349 0 0 0 0 0 0 0 0 0 1 0 0 0
3.76 180 1924 38 1 0 1 0 0 0 0 0 0 0 0 0 1
8.84 60 1990 161 1 0 0 0 0 0 1 0 1 0 0 0 0
10.11 46 1975 131 1 0 0 0 0 0 0 1 0 0 0 0 0
4.37 140 1918 131 1 0 0 0 0 0 0 0 0 0 1 0 0
5.76 72 1969 349 0 0 0 0 0 0 0 0 0 1 0 0 0
9.14 80 1972 288 0 0 0 0 0 1 0 0 0 1 0 0 0
13.19 30 1968 97 0 1 0 0 0 0 0 1 0 0 0 0 0
7.69 72 1957 53 0 0 0 0 1 0 0 0 0 1 0 0 0
8.7 82 1998 46 0 0 0 0 0 0 0 0 0 1 0 0 0
6.95 66 1966 243 0 0 0 0 0 0 0 0 0 1 0 0 0
9.6 51 1993 192 1 0 0 0 0 0 0 0 1 0 0 0 0
4.89 40 1918 80 0 0 0 1 0 0 0 0 1 0 0 0 0
9.4 29 1966 300 0 0 0 0 0 0 0 1 0 0 0 0 0
3.06 93 1957 125 0 0 0 1 0 1 0 0 0 0 1 0 0
9.05 43 1948 131 1 0 1 1 0 0 0 0 1 0 0 0 0
7.56 55 1957 54 0 0 0 0 0 0 0 0 1 0 0 0 0
6.07 87 1972 209 0 0 0 0 1 0 0 0 0 0 1 0 0
10.26 38 1968 109 0 0 0 0 0 0 0 1 0 0 0 0 0
7.3 48 1960 41 0 0 0 0 1 0 0 0 1 0 0 0 0
11.57 80 1957 116 0 0 0 1 0 0 0 0 1 0 0 0 0
6.17 100 1967 127 0 0 0 0 1 0 0 0 0 0 1 0 0
5.13 90 1948 206 0 0 1 1 0 1 0 0 0 0 1 0 0
5.13 86 1957 230 1 0 0 0 0 0 0 0 0 0 1 0 0
8.36 75 1948 213 1 0 0 0 0 0 0 0 0 1 0 0 0
9.7 61 1966 124 0 0 0 0 0 0 0 0 1 0 0 0 0
11.46 70 1993 198 1 0 0 0 0 1 1 0 0 1 0 0 0
5.1 140 1918 328 1 0 0 0 0 0 0 0 0 1 0 0 0
5.92 53 1948 124 0 0 0 0 1 0 0 0 1 0 0 0 0
8.21 84 1983 26 0 0 0 0 0 0 0 0 0 1 0 0 0
8.85 74 1987 148 0 0 0 0 0 0 0 0 0 1 0 0 0
11.04 64 1918 41 1 0 0 0 0 0 0 0 1 0 0 0 0
7.76 85 1969 182 0 0 0 0 0 0 0 0 0 0 1 0 0
3.68 65 1918 210 0 0 1 1 0 0 0 0 0 1 0 0 0
8.05 74 1957 17 1 0 0 0 1 0 0 0 0 1 0 0 0
6.8 90 1918 43 1 0 0 1 0 0 0 0 0 0 1 0 0
12.34 40 1972 46 0 0 0 0 0 0 0 1 0 0 0 0 0
11.84 63 1918 262 1 0 0 0 0 0 0 0 1 0 0 0 0
4.95 77 1948 72 0 0 0 0 0 0 0 0 0 1 0 0 0
4 46 1918 172 0 0 0 0 1 0 0 1 0 0 0 0 0
10.05 32 1973 54 0 0 0 0 0 0 0 1 0 0 0 0 0
4.33 66 1970 140 0 0 0 0 0 0 0 0 0 1 0 0 0
6.93 54 1960 209 0 0 0 0 0 0 0 0 1 0 0 0 0
8.4 45 1960 107 0 0 0 0 0 0 0 0 1 0 0 0 0
7.79 76 1957 96 1 0 0 0 0 0 0 0 0 1 0 0 0
9.67 100 1995 233 1 0 0 0 0 1 0 0 0 1 0 0 0
11.71 44 1939 29 1 0 0 0 0 0 0 0 1 0 0 0 0
7.01 73 1989 54 0 0 0 0 0 0 0 0 0 1 0 0 0
9.41 125 1918 76 0 0 0 0 1 1 0 0 0 0 1 0 0
7.74 67 1957 16 1 0 0 0 0 0 0 0 0 1 0 0 0
10.37 105 1918 14 0 0 0 1 0 1 0 0 0 1 0 0 0
10.1 81 1918 366 1 0 0 0 0 1 0 0 0 1 0 0 0
8.84 81 1960 144 1 0 0 0 0 0 0 0 0 1 0 0 0
11.19 53 1996 207 1 0 0 0 0 0 0 0 1 0 0 0 0
8.57 80 1918 357 0 0 0 0 0 0 0 0 0 1 0 0 0
9.61 80 1966 86 0 0 0 0 1 0 0 0 0 1 0 0 0
4.7 42 1924 371 1 0 0 0 1 0 0 1 0 0 0 0 0
4.7 53 1957 125 1 0 0 0 1 0 0 0 1 0 0 0 0
8.65 65 1981 336 0 0 0 0 0 1 0 0 1 0 0 0 0
9.38 44 1957 73 0 0 0 1 0 0 0 0 1 0 0 0 0
4.93 97 1918 147 1 0 0 0 0 0 0 0 0 0 1 0 0
9.41 65 1957 24 0 0 0 0 0 0 0 0 0 1 0 0 0
8.87 57 1918 69 0 0 0 0 0 0 0 0 1 0 0 0 0
10.26 70 1983 268 0 0 0 0 0 0 0 0 1 0 0 0 0
11.32 42 1957 65 0 0 0 0 0 0 0 1 0 0 0 0 0
6.9 71 1957 65 0 0 0 0 0 0 0 0 0 1 0 0 0
10.86 82 1918 29 1 0 0 0 0 0 0 0 0 1 0 0 0
11.86 50 1985 290 0 0 0 0 0 0 0 0 1 0 0 0 0
9.8 63 1996 336 0 0 0 0 0 0 1 0 1 0 0 0 0
4.67 88 1924 123 0 0 1 1 1 0 0 0 0 0 1 0 0
11.62 125 1918 42 1 0 0 0 0 0 1 0 0 0 1 0 0
6.76 74 1984 173 0 0 0 0 1 0 0 0 1 0 0 0 0
4.92 58 1918 172 0 0 0 0 1 0 0 0 0 1 0 0 0
8.33 62 1918 80 0 0 0 0 0 0 0 0 1 0 0 0 0
8.38 145 1996 123 0 0 0 0 0 0 1 0 0 0 1 0 0
5.33 49 1957 53 0 0 0 0 0 0 0 0 1 0 0 0 0
7.36 125 1924 101 1 0 0 0 0 0 0 0 0 0 0 1 0
8.42 48 1972 84 0 0 0 0 0 0 0 1 0 0 0 0 0
4.31 58 1966 177 0 0 0 0 0 0 0 0 1 0 0 0 0
7.91 81 1972 228 1 0 0 0 1 0 0 0 0 1 0 0 0
13.06 37 1918 42 1 0 0 0 0 0 1 1 0 0 0 0 0
7.63 60 1960 140 0 0 0 0 0 0 0 0 0 1 0 0 0
5.09 97 1924 288 0 0 0 0 1 0 0 0 0 0 1 0 0
9.92 93 1970 159 1 0 0 0 0 0 0 0 0 1 0 0 0
11.93 21 1966 20 1 0 0 0 0 0 0 1 0 0 0 0 0
8.8 55 1966 8 1 0 0 0 0 0 0 0 1 0 0 0 0
3.36 90 1918 43 1 0 0 0 1 0 0 0 0 1 0 0 0
5.84 86 1966 223 0 0 0 0 1 0 0 0 0 0 1 0 0
7.69 51 1966 54 0 0 0 0 1 0 0 1 0 0 0 0 0
5.51 69 1960 140 0 0 0 0 1 0 0 0 0 1 0 0 0
9.14 77 1990 304 1 0 0 0 0 0 0 0 0 1 0 0 0
4.74 43 1957 95 1 0 0 1 0 0 0 0 1 0 0 0 0
10.4 58 1972 84 0 0 0 0 0 0 0 0 1 0 0 0 0
12.22 63 1966 291 0 0 0 0 0 0 0 0 0 1 0 0 0
10.45 31 1966 131 1 0 0 0 0 0 0 1 0 0 0 0 0
10.47 39 1975 248 1 0 0 0 0 0 0 1 0 0 0 0 0
10.09 67 1939 298 1 0 0 0 0 0 0 0 1 0 0 0 0
7.21 60 1966 292 0 0 0 0 0 0 0 0 0 1 0 0 0
9.74 45 1957 89 1 0 0 0 0 0 0 0 1 0 0 0 0
9.9 62 1957 132 1 0 0 1 0 0 0 0 0 1 0 0 0
7.22 79 1966 243 0 0 0 0 0 0 0 0 0 0 1 0 0
7.24 58 1960 30 1 0 0 0 1 0 0 0 1 0 0 0 0
7.7 103 1918 134 1 0 0 0 0 0 0 0 0 1 0 0 0
4.77 101 1924 371 1 0 0 0 0 0 0 0 0 0 1 0 0
5.48 66 1924 130 0 0 0 0 0 0 0 0 1 0 0 0 0
9.24 82 1966 152 0 0 0 0 1 0 0 0 0 0 1 0 0
11.16 36 1957 223 1 0 0 0 0 0 0 1 0 0 0 0 0
3.11 75 1918 218 0 0 1 1 0 0 0 0 0 1 0 0 0
4.63 69 1957 259 1 0 0 0 0 0 0 0 0 1 0 0 0
10.74 100 1977 54 0 0 0 0 0 0 0 0 0 0 0 1 0
10.23 55 1957 84 0 0 0 0 0 0 0 0 0 1 0 0 0
4.27 72 1918 42 1 0 1 1 0 0 0 0 0 1 0 0 0
4.77 111 1918 40 0 0 1 1 0 0 0 0 0 0 1 0 0
12.15 68 1957 20 1 0 0 1 1 0 0 0 0 1 0 0 0
11.54 101 1960 66 0 0 0 0 0 0 0 0 0 0 0 1 0
5.91 80 1918 29 1 0 0 1 1 0 0 0 0 1 0 0 0
3.77 87 1966 47 1 0 0 0 0 0 0 0 0 0 0 1 0
11.58 40 1918 42 1 0 0 1 0 0 0 0 1 0 0 0 0
8.65 91 1978 130 1 0 0 0 0 1 0 0 0 0 1 0 0
6.72 65 1918 131 1 0 0 0 0 0 0 0 1 0 0 0 0
9.14 35 1966 280 0 0 0 0 0 0 0 1 0 0 0 0 0
3.2 53 1960 148 0 0 0 0 1 0 0 0 1 0 0 0 0
4.67 61 1924 45 0 0 0 0 0 0 0 0 1 0 0 0 0
11.01 65 1995 30 1 0 0 0 0 0 0 0 1 0 0 0 0
11.62 55 1973 139 0 0 0 0 0 0 0 0 1 0 0 0 0
7.31 60 1957 298 1 0 0 0 0 0 0 0 1 0 0 0 0
6.25 63 1972 84 0 0 0 0 0 0 0 0 1 0 0 0 0
4.04 77 1970 290 0 0 0 0 0 0 0 0 0 1 0 0 0
10.3 80 1918 40 1 0 0 0 0 0 0 0 0 1 0 0 0
8.04 65 1960 87 0 0 0 0 0 0 0 0 0 1 0 0 0
5.67 102 1918 80 0 0 0 0 1 0 0 0 0 1 0 0 0
6.45 80 1957 277 0 0 0 0 0 0 0 0 0 1 0 0 0
2.92 93 1972 55 0 0 0 0 0 0 0 0 0 0 1 0 0
13.29 20 1972 20 1 0 0 0 0 0 0 1 0 0 0 0 0
11.07 55 1996 165 1 0 0 0 0 0 1 0 1 0 0 0 0
9.65 53 1992 76 0 0 0 0 0 0 1 0 1 0 0 0 0
10 80 1988 239 0 0 0 0 0 1 0 0 0 0 1 0 0
9.94 46 1971 119 1 0 0 0 0 0 0 1 0 0 0 0 0
11.67 47 1979 317 0 0 0 0 0 0 0 0 1 0 0 0 0
5.33 59 1948 189 0 0 0 0 1 0 0 0 1 0 0 0 0
6.67 86 1970 182 0 0 0 0 0 0 0 0 0 0 1 0 0
6.59 140 1924 134 1 0 0 1 0 0 0 0 0 0 0 1 0
5.1 65 1966 229 0 0 0 0 0 0 0 0 0 1 0 0 0
7.53 73 1980 361 0 0 0 0 0 0 0 0 1 0 0 0 0
4.29 67 1918 329 1 0 0 1 1 0 0 0 0 1 0 0 0
8.66 74 1966 351 1 0 0 0 0 0 0 0 0 1 0 0 0
8.74 71 1966 202 0 0 0 0 0 0 0 0 0 1 0 0 0
13.43 46 1957 66 0 0 0 0 0 0 0 0 1 0 0 0 0
8.64 178 1983 2 1 0 0 0 1 0 0 0 0 0 0 0 1
9.72 40 1957 299 0 0 0 1 0 0 0 0 1 0 0 0 0
10.45 69 1918 277 0 0 0 0 0 0 0 0 0 1 0 0 0
7.64 87 1973 135 0 0 0 0 0 1 0 0 0 1 0 0 0
8.18 45 1957 84 0 0 0 0 0 0 0 0 1 0 0 0 0
6.92 144 1918 104 0 1 0 0 0 0 0 0 0 0 1 0 0
6.69 52 1969 182 0 0 0 0 0 0 0 0 1 0 0 0 0
11.8 130 1918 35 1 0 0 0 0 0 0 0 0 0 0 1 0
8.91 33 1972 292 0 0 0 0 0 0 0 1 0 0 0 0 0
9.31 61 1970 292 0 0 0 0 0 0 0 0 0 1 0 0 0
12.91 63 1993 8 1 0 0 0 0 0 0 0 1 0 0 0 0
7.81 67 1970 243 0 0 0 0 0 0 0 0 0 1 0 0 0
5.47 51 1960 41 1 0 0 0 1 0 0 0 1 0 0 0 0
9.73 60 1999 195 1 0 0 0 0 0 0 0 1 0 0 0 0
6.9 45 1939 83 0 0 0 0 1 1 0 0 1 0 0 0 0
7.54 59 1957 205 0 0 0 0 0 0 0 0 1 0 0 0 0
12.06 43 1992 171 0 0 0 0 0 0 0 0 1 0 0 0 0
10.59 42 1960 49 1 0 0 0 1 0 0 1 0 0 0 0 0
8.96 77 1983 131 1 0 0 0 0 0 0 0 1 0 0 0 0
5.64 63 1918 102 1 0 0 0 1 0 0 0 0 1 0 0 0
8.56 65 1982 61 1 0 0 0 0 0 0 0 1 0 0 0 0
9.26 63 1983 165 1 0 0 0 0 0 0 0 1 0 0 0 0
7.14 73 1966 349 0 0 0 0 0 0 0 0 0 1 0 0 0
11.5 50 2000 32 1 0 0 0 0 0 0 0 1 0 0 0 0
9.2 76 1918 49 0 0 0 0 1 0 0 0 0 1 0 0 0
7.11 54 1975 316 0 0 0 0 0 0 0 0 1 0 0 0 0
8.22 70 1918 339 1 0 0 0 0 1 0 0 0 1 0 0 0
8.95 44 1939 371 1 0 0 0 0 0 0 1 0 0 0 0 0
9.1 38 1966 209 0 0 0 0 0 0 0 1 0 0 0 0 0
4.71 80 1957 126 1 0 0 0 1 0 0 0 0 1 0 0 0
8.71 38 1918 28 0 0 0 0 0 0 0 0 1 0 0 0 0
6.97 51 1993 101 1 0 0 0 0 0 0 0 1 0 0 0 0
8.65 70 1957 20 1 0 0 0 0 0 0 0 1 0 0 0 0
8.75 57 1966 76 0 0 0 0 1 0 0 0 0 1 0 0 0
8.37 91 1968 59 1 0 0 0 0 1 0 0 0 0 1 0 0
12.25 32 1966 265 1 0 0 0 0 0 0 1 0 0 0 0 0
5.19 52 1993 289 0 0 0 0 0 0 0 0 1 0 0 0 0
9.3 48 1983 165 1 0 0 0 1 0 0 0 1 0 0 0 0
4.62 83 1918 345 0 0 0 1 0 0 0 0 0 1 0 0 0
5.23 85 1966 305 0 0 0 0 1 1 0 0 0 0 1 0 0
6.69 103 1918 145 1 0 0 0 0 0 0 0 0 0 1 0 0
6.65 85 1971 120 0 0 0 0 0 1 0 0 0 0 1 0 0
10.04 60 1957 20 1 0 0 0 0 0 1 0 1 0 0 0 0
7.87 63 1970 209 0 0 0 0 1 0 0 0 1 0 0 0 0
14.22 123 1918 168 0 1 0 0 0 0 0 0 0 0 1 0 0
10.5 75 1998 325 1 0 0 0 0 0 1 0 0 1 0 0 0
9.82 76 1997 62 0 1 0 0 0 1 0 0 0 1 0 0 0
7.45 65 1970 235 0 0 0 0 1 0 1 0 1 0 0 0 0
6.26 113 1966 65 0 0 0 0 0 1 0 0 0 0 1 0 0
9.11 73 1924 239 0 0 0 0 0 0 1 0 0 1 0 0 0
8.14 76 1957 255 1 0 0 0 1 0 0 0 0 1 0 0 0
9.8 52 1957 14 0 0 0 0 0 0 0 0 1 0 0 0 0
12.36 60 1960 369 0 0 0 0 0 0 1 0 0 1 0 0 0
10.42 54 1991 53 0 0 0 0 0 0 1 0 1 0 0 0 0
1.89 43 1918 73 0 0 0 1 0 0 0 0 1 0 0 0 0
9.01 91 1998 378 1 0 0 0 0 1 1 0 0 1 0 0 0
5.64 86 1918 102 1 0 0 0 0 1 0 0 0 0 1 0 0
7.73 59 1918 29 1 0 0 0 0 0 0 0 0 1 0 0 0
9.18 77 1957 173 1 0 0 0 0 0 0 0 0 1 0 0 0
7.76 56 1966 149 0 0 0 0 0 0 0 0 1 0 0 0 0
5.32 64 1972 114 0 0 0 0 0 0 0 0 1 0 0 0 0
9.06 96 1918 73 0 0 0 0 0 0 0 0 0 1 0 0 0
11.16 70 1974 123 0 0 0 0 1 1 1 0 0 1 0 0 0
5.55 79 1973 120 0 0 0 0 0 0 0 0 0 1 0 0 0
11.39 66 1980 34 1 0 0 0 0 0 0 0 0 1 0 0 0
5.31 75 1967 73 0 0 0 0 0 0 0 0 0 1 0 0 0
11.48 55 1982 49 1 0 0 0 0 0 0 0 1 0 0 0 0
9.33 40 1918 123 0 0 0 1 1 0 0 0 1 0 0 0 0
10.69 35 1967 127 0 0 0 0 1 0 0 1 0 0 0 0 0
6.26 28 1960 87 1 0 0 0 1 0 0 1 0 0 0 0 0
9.88 44 1973 295 1 0 0 0 0 0 0 1 0 0 0 0 0
10.53 85 1980 102 1 0 0 0 0 1 1 0 0 1 0 0 0
7.93 45 1966 216 1 0 0 0 0 0 0 0 1 0 0 0 0
2.6 43 1973 183 0 0 0 0 0 0 0 1 0 0 0 0 0
8.77 35 1957 366 1 0 0 0 1 0 0 1 0 0 0 0 0
6.59 79 1972 189 0 0 0 0 0 1 0 0 0 1 0 0 0
9.5 85 1983 349 0 0 0 0 0 1 0 0 0 1 0 0 0
8.36 82 1972 118 1 0 0 0 0 0 0 0 0 0 1 0 0
9.81 30 1970 362 1 0 0 0 0 0 0 1 0 0 0 0 0
8.72 35 1974 214 0 0 0 0 0 0 0 1 0 0 0 0 0
9.41 72 1990 298 1 0 0 0 0 0 0 0 1 0 0 0 0
6.9 70 1971 120 0 0 0 0 1 0 0 0 0 1 0 0 0
7.37 110 1972 8 1 0 0 0 0 1 0 0 0 1 0 0 0
10.24 73 1998 76 0 0 0 0 0 0 1 0 0 0 1 0 0
7.94 103 1967 358 0 0 0 0 0 0 0 0 0 0 1 0 0
8.12 81 1973 183 0 0 0 0 0 1 0 0 0 1 0 0 0
7.14 76 1960 20 1 0 0 0 0 0 0 0 0 1 0 0 0
10.97 105 1918 49 1 0 0 0 0 1 0 0 0 1 0 0 0
7.45 64 1957 23 1 0 0 0 1 0 0 0 1 0 0 0 0
10.23 51 1983 250 1 0 0 0 0 0 0 0 1 0 0 0 0
9.83 51 1957 123 0 0 0 0 0 0 0 0 1 0 0 0 0
6.08 50 1918 42 1 0 0 1 1 0 0 0 1 0 0 0 0
5.1 84 1966 292 0 0 0 0 1 0 0 0 0 0 1 0 0
8.86 68 1980 289 0 0 0 0 0 0 0 0 0 1 0 0 0
6.54 65 1972 321 0 0 0 0 0 0 0 0 0 1 0 0 0
5.56 68 1918 345 1 0 0 1 1 0 0 0 0 1 0 0 0
8.1 137 1918 16 1 0 0 0 1 0 0 0 0 0 1 0 0
10.23 53 2001 154 0 0 0 0 0 0 0 0 1 0 0 0 0
8.24 69 1966 286 0 0 0 0 0 0 0 0 1 0 0 0 0
5.92 62 1948 337 1 0 0 0 1 0 0 0 1 0 0 0 0
8.41 63 1957 64 0 0 0 0 0 0 0 0 1 0 0 0 0
10.19 91 1960 49 0 0 0 0 1 0 0 0 0 0 1 0 0
8.24 60 1924 72 1 0 0 0 0 0 0 0 1 0 0 0 0
10.31 59 1992 181 0 0 0 0 0 0 0 0 1 0 0 0 0
7.79 72 1957 29 1 0 0 0 0 0 0 0 0 1 0 0 0
10.71 32 1972 291 0 0 0 0 0 0 0 1 0 0 0 0 0
6.88 42 1957 58 1 0 0 0 0 0 0 1 0 0 0 0 0
8.7 47 1983 289 0 0 0 0 0 0 0 1 0 0 0 0 0
8.89 64 1989 344 0 0 0 0 0 1 0 0 1 0 0 0 0
10.39 36 1966 207 0 0 0 0 1 0 0 1 0 0 0 0 0
8.33 55 1971 317 0 0 0 0 0 0 0 0 1 0 0 0 0
8.44 91 1981 336 0 0 0 0 0 0 1 0 0 0 1 0 0
10.96 55 1989 181 0 0 0 0 0 0 0 0 1 0 0 0 0
13.11 26 1973 28 0 0 0 0 0 0 0 1 0 0 0 0 0
9.34 38 1967 190 0 0 0 0 1 0 1 1 0 0 0 0 0
9.23 52 1957 275 0 0 0 0 0 0 0 0 1 0 0 0 0
8.42 76 1981 279 0 0 0 0 0 1 0 0 1 0 0 0 0
9.04 53 1966 289 0 0 0 0 0 1 0 0 1 0 0 0 0
9.38 85 1966 97 1 0 0 0 0 0 0 0 0 1 0 0 0
7.18 86 1960 144 1 0 0 0 0 0 0 0 0 1 0 0 0
4.91 93 1977 292 0 0 0 0 0 0 0 0 0 0 1 0 0
9.52 40 1988 198 1 0 0 0 0 0 0 1 0 0 0 0 0
9.68 71 1966 55 0 0 0 0 0 0 0 0 0 1 0 0 0
9.43 53 1966 53 0 0 0 0 1 0 0 0 1 0 0 0 0
6.07 65 1960 110 0 0 0 0 0 0 0 0 0 1 0 0 0
8.89 80 1998 126 0 0 0 0 0 0 0 0 0 1 0 0 0
