"UTM_X","UTM_Y"
452.9145,5144.632
452.9360625,5144.628
452.9668125,5144.632
453.01128125,5144.645
453.0524375,5144.6585
453.0875,5144.662
453.1301875,5144.667
453.16396875,5144.675
453.18609375,5144.681
453.25140625,5144.704
453.26740625,5144.7075
453.28265625,5144.713
453.311875,5144.711
453.33240625,5144.7
453.3555,5144.686
453.36765625,5144.6755
453.38796875,5144.6625
453.400875,5144.6515
453.41484375,5144.6415
453.43690625,5144.6295
453.44653125,5144.6225
453.4566875,5144.6165
453.46609375,5144.613
453.4739375,5144.6125
453.48159375,5144.62
453.48821875,5144.6365
453.49434375,5144.6485
453.50046875,5144.6625
453.50659375,5144.6775
453.55684375,5144.7765
453.564,5144.796
453.57496875,5144.8145
453.58771875,5144.8315
453.59509375,5144.8445
453.61240625,5144.857
453.6360625,5144.8735
453.64775,5144.884
453.66378125,5144.8935
453.67525,5144.9025
453.68846875,5144.9135
453.7006875,5144.925
453.7146875,5144.9385
453.726125,5144.9465
453.73553125,5144.9515
453.74240625,5144.9555
453.75359375,5144.9625
453.80471875,5144.9855
453.830375,5144.9945
453.853,5145.003
453.87509375,5145.0035
453.8964375,5145.002
453.92259375,5144.9995
453.9475,5144.9985
453.9751875,5144.998
454.0000625,5144.9955
454.0239375,5144.995
454.05390625,5144.987
454.0739375,5144.9785
454.10109375,5144.9675
454.11378125,5144.963
454.128,5144.957
454.17446875,5144.951
454.18565625,5144.9535
454.20521875,5144.9585
454.2176875,5144.9665
454.2329375,5144.9735
454.24975,5144.9855
454.27009375,5145.0015
454.28715625,5145.0185
454.29759375,5145.0255
454.32890625,5145.0535
454.34621875,5145.0755
454.361,5145.0935
454.37425,5145.11
454.38875,5145.125
454.40428125,5145.14
454.41575,5145.158
454.43434375,5145.176
454.4463125,5145.189
454.4598125,5145.202
454.4735625,5145.2215
454.49140625,5145.2435
454.504375,5145.2545
454.5145625,5145.2675
454.5273125,5145.283
454.544625,5145.2995
454.560375,5145.3075
454.58353125,5145.318
454.59828125,5145.3245
454.6155625,5145.3345
454.62678125,5145.3405
454.64890625,5145.3515
454.66084375,5145.358
454.67128125,5145.3625
454.72546875,5145.3945
454.7458125,5145.4065
454.76540625,5145.4165
454.7824375,5145.4225
454.79971875,5145.4275
454.8200625,5145.4325
454.84115625,5145.436
454.863,5145.438
454.88053125,5145.4385
454.90440625,5145.437
454.92475,5145.436
454.95521875,5145.4335
454.9760625,5145.434
454.99434375,5145.4335
455.00984375,5145.435
455.026125,5145.4365
455.0398125,5145.4345
455.05278125,5145.432
455.07053125,5145.4185
455.08675,5145.406
455.0989375,5145.3965
455.1154375,5145.386
455.12990625,5145.379
455.144875,5145.378
455.1555625,5145.3785
455.16825,5145.381
455.20196875,5145.393
455.260875,5145.39
455.288875,5145.3895
455.30440625,5145.388
455.31459375,5145.387
455.33340625,5145.3875
455.345625,5145.3875
455.360625,5145.3875
455.3681875,5145.3925
455.38559375,5145.403
455.396375,5145.4145
455.4215,5145.4385
455.44059375,5145.457
455.46571875,5145.478
455.48915625,5145.495
455.50196875,5145.5065
455.5128125,5145.513
455.52565625,5145.5225
455.53825,5145.533
455.5488125,5145.5405
455.557875,5145.5485
455.5694375,5145.559
455.58228125,5145.5685
455.596125,5145.578
455.60615625,5145.5885
455.61978125,5145.597
455.62984375,5145.606
455.6605625,5145.609
455.68996875,5145.616
455.71765625,5145.6205
455.749375,5145.626
455.7765625,5145.628
455.80575,5145.6315
455.83675,5145.6355
455.84921875,5145.634
455.8636875,5145.6375
455.880125,5145.6445
455.89275,5145.651
455.91171875,5145.6595
455.92559375,5145.6665
455.9385,5145.6705
455.95040625,5145.676
455.97640625,5145.689
455.98775,5145.6965
455.999125,5145.7025
456.0118125,5145.7035
456.02275,5145.704
456.0615625,5145.7115
456.07478125,5145.7115
456.0890625,5145.711
456.10409375,5145.7075
456.1160625,5145.707
456.13159375,5145.707
456.14509375,5145.705
456.1509375,5145.7045
456.16053125,5145.7095
456.1776875,5145.7195
456.206,5145.7345
456.22740625,5145.749
456.23896875,5145.7585
456.24903125,5145.767
456.26140625,5145.775
456.30075,5145.7985
456.31134375,5145.8055
456.3219375,5145.8125
456.3368125,5145.8205
456.34865625,5145.83
456.36225,5145.839
456.373625,5145.846
456.3844375,5145.854
456.3978125,5145.8615
456.41346875,5145.8705
456.4223125,5145.874
456.43671875,5145.881
456.45346875,5145.884
456.46659375,5145.891
456.47721875,5145.895
456.489625,5145.9
456.50634375,5145.904
456.57825,5145.9275
456.59296875,5145.9315
456.60459375,5145.936
456.60990625,5145.9375
456.61978125,5145.9425
456.637375,5145.9395
456.6445,5145.938
456.67253125,5145.9335
456.70090625,5145.923
456.71696875,5145.9205
456.72921875,5145.918
456.74703125,5145.9175
456.76178125,5145.917
456.78078125,5145.9215
456.79578125,5145.923
456.8076875,5145.926
456.82284375,5145.9335
456.83928125,5145.94
456.84865625,5145.9425
456.8759375,5145.956
456.90228125,5145.964
457.0368125,5145.9085
457.05753125,5145.883
457.07565625,5145.858
457.08496875,5145.8475
457.09809375,5145.835
457.1136875,5145.8295
457.127875,5145.8325
457.14875,5145.832
457.1634375,5145.8365
457.1783125,5145.8455
457.188375,5145.8545
457.2014375,5145.865
457.21171875,5145.8765
457.28275,5145.9085
457.29440625,5145.912
457.3104375,5145.911
457.323375,5145.9125
457.3389375,5145.91
457.3505625,5145.915
457.36578125,5145.9185
457.38046875,5145.9225
457.39396875,5145.9205
457.41228125,5145.9215
457.4384375,5145.922
457.46921875,5145.922
457.4995,5145.921
457.532875,5145.9165
457.558875,5145.912
457.57725,5145.906
457.6275,5145.886
457.74965625,5145.792
457.79534375,5145.7455
457.81803125,5145.7235
457.83690625,5145.699
457.8563125,5145.6755
457.87459375,5145.6565
457.891625,5145.639
457.9149375,5145.607
457.94621875,5145.552
457.97325,5145.508
457.98159375,5145.4735
457.99340625,5145.446
458.00571875,5145.4185
458.01675,5145.3935
458.03553125,5145.3595
458.04959375,5145.333
458.05590625,5145.3185
458.05425,5145.3105
458.0474375,5145.288
458.0306875,5145.2665
458.010375,5145.2445
457.9888125,5145.221
457.97309375,5145.2005
457.96190625,5145.181
457.95190625,5145.169
457.94821875,5145.1585
457.94765625,5145.1435
457.95421875,5145.1295
457.9596875,5145.1185
457.978375,5145.092
457.9945,5145.071
458.0091875,5145.044
458.02509375,5145.017
458.03428125,5144.9965
458.0453125,5144.981
458.05021875,5144.969
458.0628125,5144.9595
458.12584375,5144.9045
458.1688125,5144.867
458.19625,5144.8485
458.24525,5144.8175
458.2938125,5144.7805
458.31971875,5144.762
458.33978125,5144.7465
458.36690625,5144.733
458.38925,5144.7165
458.44153125,5144.6875
458.500875,5144.66
458.5498125,5144.6325
458.6043125,5144.607
458.72646875,5144.522
458.749125,5144.5025
458.77,5144.482
458.79215625,5144.46
458.81178125,5144.4375
458.82653125,5144.418
458.84615625,5144.396
458.86428125,5144.371
458.8795625,5144.3505
458.88628125,5144.3395
458.89215625,5144.327
458.89984375,5144.308
458.90965625,5144.286
458.91925,5144.2715
458.9255625,5144.266
458.93165625,5144.262
458.9369375,5144.254
458.93815625,5144.246
458.8625625,5144.127
458.8571875,5144.117
458.80228125,5144.0145
458.828375,5143.956
458.87365625,5143.921
458.89215625,5143.913
458.90915625,5143.905
458.9306875,5143.896
458.95328125,5143.8935
458.97384375,5143.89
458.9976875,5143.8855
459.0205625,5143.882
459.042125,5143.877
459.06925,5143.8695
459.1240625,5143.859
459.13678125,5143.8565
459.15071875,5143.854
459.1578125,5143.851
459.163375,5143.8455
459.16690625,5143.8385
459.18065625,5143.797
459.18459375,5143.774
459.1829375,5143.7515
459.1783125,5143.7385
459.171625,5143.7275
459.1565625,5143.7145
459.14815625,5143.7065
459.13565625,5143.696
459.1275,5143.6915
459.11653125,5143.6875
459.10484375,5143.686
459.10546875,5143.657
459.1089375,5143.6425
459.1136875,5143.627
459.11890625,5143.6085
459.123125,5143.587
459.12328125,5143.5725
459.1145625,5143.5545
459.1111875,5143.5435
459.10603125,5143.5295
459.0968125,5143.513
459.05415625,5143.4245
459.0154375,5143.36
459.00390625,5143.3385
458.9956875,5143.3255
458.95884375,5143.2725
458.95190625,5143.2615
458.94321875,5143.2495
458.93275,5143.2405
458.91053125,5143.22
458.90234375,5143.211
458.892125,5143.1995
458.88446875,5143.1915
458.87525,5143.1815
458.868625,5143.1745
458.85659375,5143.1615
458.8515,5143.1555
458.79853125,5143.0885
458.77353125,5143.0675
458.75565625,5143.05
458.7403125,5143.0315
458.72984375,5143.02
458.7180625,5143.0065
458.70990625,5142.998
458.70453125,5142.9905
458.69459375,5142.9845
458.67196875,5142.982
458.65390625,5142.98
458.635875,5142.9815
458.61528125,5142.9795
458.599,5142.976
458.58221875,5142.973
458.5725625,5142.971
458.56034375,5142.9645
458.55315625,5142.951
458.53571875,5142.922
458.52,5142.8845
458.514625,5142.8735
458.49046875,5142.8205
458.47990625,5142.798
458.4711875,5142.781
458.458625,5142.759
458.450375,5142.74
458.440125,5142.7195
458.4354375,5142.703
458.4333125,5142.683
458.43315625,5142.6565
458.42746875,5142.6335
458.42809375,5142.6125
458.43359375,5142.595
458.441625,5142.5745
458.4514375,5142.5555
458.45946875,5142.5405
458.4655,5142.526
458.4685,5142.517
458.4715,5142.5085
458.482125,5142.5
458.501625,5142.4895
458.520375,5142.4775
458.577625,5142.4475
458.5831875,5142.4425
458.5958125,5142.427
458.604625,5142.4155
458.610375,5142.3975
458.61578125,5142.364
458.6195,5142.3475
458.617875,5142.3245
458.61396875,5142.3105
458.610375,5142.301
458.60571875,5142.2885
458.60390625,5142.282
458.59878125,5142.2725
458.59340625,5142.263
458.58753125,5142.2565
458.580125,5142.25
458.57425,5142.2445
458.56428125,5142.2355
458.55484375,5142.2265
458.54565625,5142.221
458.53853125,5142.215
458.531375,5142.209
458.52575,5142.2025
458.5241875,5142.195
458.523125,5142.185
458.52965625,5142.174
458.5354375,5142.1635
458.54171875,5142.1465
458.54825,5142.1335
458.55175,5142.126
458.55628125,5142.117
458.56003125,5142.1055
458.56378125,5142.094
458.5698125,5142.08
458.575375,5142.0745
458.58171875,5142.074
458.59084375,5142.0715
458.59665625,5142.068
458.61159375,5142.0575
458.62175,5142.0545
458.6356875,5142.046
458.6513125,5142.0255
458.6644375,5142.01
458.67125,5142.001
458.67628125,5141.993
458.67675,5141.9865
458.67746875,5141.9735
458.67384375,5141.9635
458.66971875,5141.954
458.665875,5141.9465
458.65821875,5141.941
458.6419375,5141.9365
458.62415625,5141.9345
458.616,5141.9305
458.60859375,5141.9255
458.6009375,5141.9195
458.59634375,5141.9145
458.5948125,5141.9105
458.59428125,5141.9075
458.5931875,5141.895
458.59184375,5141.8825
458.58925,5141.87
458.585875,5141.8565
458.58071875,5141.844
458.5745625,5141.8305
458.566625,5141.8215
458.555875,5141.8055
458.551,5141.7955
458.54384375,5141.7875
458.53465625,5141.78
458.5249375,5141.769
458.5185625,5141.762
458.5073125,5141.749
458.49378125,5141.7375
458.48559375,5141.728
458.47359375,5141.714
458.4345,5141.676
458.42375,5141.6595
458.39125,5141.6185
458.3823125,5141.61
458.3786875,5141.5975
458.37328125,5141.5835
458.367125,5141.571
458.36196875,5141.56
458.35940625,5141.552
458.35909375,5141.5445
458.358,5141.5285
458.354125,5141.518
458.34921875,5141.504
458.34765625,5141.4935
458.34834375,5141.482
458.3493125,5141.4725
458.34896875,5141.457
458.34840625,5141.4455
458.3453125,5141.4365
458.34575,5141.4255
458.34875,5141.4165
458.35353125,5141.408
458.360875,5141.4025
458.3674375,5141.3925
458.37171875,5141.384
458.3808125,5141.376
458.3911875,5141.3685
458.40434375,5141.3595
458.41721875,5141.342
458.4275625,5141.333
458.4376875,5141.3245
458.45278125,5141.296
458.44865625,5141.287
458.44446875,5141.2645
458.43984375,5141.251
458.4369375,5141.2325
458.436625,5141.2185
458.43525,5141.202
458.4351875,5141.189
458.44959375,5141.0805
458.45284375,5141.0715
458.46090625,5141.0595
458.4748125,5141.046
458.49296875,5141.0215
458.50940625,5141.009
458.54715625,5140.986
458.57321875,5140.97
458.592,5140.964
458.60996875,5140.9525
458.62434375,5140.935
458.63546875,5140.923
458.64684375,5140.9155
458.68028125,5140.8965
458.70965625,5140.876
458.72940625,5140.8675
458.75528125,5140.856
458.7696875,5140.8465
458.78334375,5140.836
458.79696875,5140.814
458.8249375,5140.7725
458.8309375,5140.7585
458.84428125,5140.7325
458.85234375,5140.719
458.86615625,5140.694
458.8765,5140.679
458.890125,5140.658
458.92578125,5140.629
458.94553125,5140.6175
458.99003125,5140.5825
458.998625,5140.5725
459.0074375,5140.56
459.01346875,5140.547
459.0205,5140.5285
459.0284375,5140.494
459.0316875,5140.4825
459.03740625,5140.464
459.04846875,5140.44
459.05778125,5140.4225
459.0638125,5140.4115
459.0705625,5140.3945
459.07584375,5140.381
459.08084375,5140.3695
459.086875,5140.3575
459.10175,5140.336
459.11584375,5140.313
459.13175,5140.2905
459.14384375,5140.2735
459.1559375,5140.2575
459.16678125,5140.2425
459.17940625,5140.226
459.19253125,5140.21
459.20359375,5140.1915
459.2171875,5140.1705
459.23534375,5140.144
459.24465625,5140.129
459.25190625,5140.108
459.2508125,5140.0905
459.2486875,5140.0755
459.2448125,5140.0635
459.23940625,5140.0495
459.228125,5140.0275
459.22271875,5140.017
459.21503125,5140.0045
459.203,5139.9865
459.1925625,5139.9805
459.17753125,5139.9745
459.17115625,5139.97
459.159125,5139.951
459.14628125,5139.9295
459.13528125,5139.9145
459.1243125,5139.902
459.11484375,5139.8905
459.09353125,5139.8475
459.0735625,5139.819
459.06409375,5139.804
459.05509375,5139.7835
459.046375,5139.769
459.0386875,5139.7585
459.03278125,5139.7455
459.02890625,5139.7335
459.02034375,5139.702
458.9953125,5139.678
458.986375,5139.669
458.96875,5139.65
458.9299375,5139.612
458.9194375,5139.5945
458.905875,5139.5765
458.89715625,5139.5635
458.8876875,5139.55
458.88384375,5139.545
458.8766875,5139.5355
458.8685,5139.5245
458.85675,5139.5105
458.84753125,5139.5005
458.8378125,5139.489
458.828875,5139.4775
458.82271875,5139.4645
458.81425,5139.451
458.81221875,5139.4485
458.80428125,5139.4375
458.79865625,5139.43
458.78146875,5139.401
458.78109375,5139.377
458.78271875,5139.3475
458.7970625,5139.278
458.8005,5139.2585
458.8054375,5139.2285
458.80734375,5139.2055
458.80878125,5139.1905
458.8099375,5139.1695
458.81365625,5139.153
458.816125,5139.1365
458.81884375,5139.1275
458.823125,5139.1155
458.8319375,5139.104
458.8435625,5139.092
458.8571875,5139.0765
458.866,5139.063
458.87990625,5139.0475
458.899125,5139.032
458.91809375,5139.0155
458.94159375,5138.9965
458.9555,5138.982
458.97190625,5138.9625
458.982,5138.9495
458.99309375,5138.9335
459.0069375,5138.9115
459.0203125,5138.8935
459.03315625,5138.8725
459.0528125,5138.845
459.061125,5138.8315
459.07171875,5138.8175
459.08378125,5138.793
459.09003125,5138.779
459.0955625,5138.769
459.09909375,5138.7605
459.106625,5138.747
459.11871875,5138.7275
459.08896875,5138.7275
459.0968125,5138.721
459.10771875,5138.717
459.11940625,5138.7135
459.1308125,5138.7135
459.1455625,5138.7145
459.16384375,5138.7175
459.1770625,5138.7175
459.205,5138.713
459.21790625,5138.704
459.2463125,5138.686
459.26225,5138.675
459.2764375,5138.6585
459.292125,5138.641
459.3073125,5138.6255
459.3194375,5138.6085
459.32653125,5138.5975
459.337125,5138.582
459.34596875,5138.5685
459.35734375,5138.553
459.37103125,5138.54
459.37684375,5138.533
459.38315625,5138.5235
459.39125,5138.5085
459.3980625,5138.4985
459.404875,5138.4835
459.40965625,5138.469
459.41746875,5138.455
459.4258125,5138.4375
459.425,5138.424
459.4236875,5138.412
459.422125,5138.4
459.4210625,5138.39
459.41925,5138.3765
459.4164375,5138.3675
459.40953125,5138.3565
459.402875,5138.344
459.39190625,5138.328
459.38246875,5138.316
459.37128125,5138.306
459.36159375,5138.296
459.35315625,5138.2855
459.34346875,5138.2755
459.33225,5138.263
459.32409375,5138.2545
459.31315625,5138.2425
459.299625,5138.229
459.2891875,5138.2185
459.28128125,5138.2085
459.26421875,5138.1945
459.25325,5138.1845
459.24459375,5138.1745
459.21353125,5138.1465
459.20509375,5138.1375
459.19490625,5138.1265
459.18521875,5138.116
459.17375,5138.106
459.1623125,5138.0985
459.14575,5138.0885
459.13075,5138.081
459.1203125,5138.0745
459.1080625,5138.0575
459.0945625,5138.04
459.0889375,5138.0315
459.0833125,5138.0195
459.06665625,5137.98
459.06125,5137.9525
459.05865625,5137.9395
459.0545625,5137.927
459.05096875,5137.9175
459.04890625,5137.9075
459.04784375,5137.8945
459.0411875,5137.8825
459.03303125,5137.8685
459.026125,5137.8585
459.012375,5137.8475
459.00140625,5137.836
458.9904375,5137.8235
458.9769375,5137.81
458.967,5137.797
458.95809375,5137.7885
458.93084375,5137.7665
458.918625,5137.7595
458.906875,5137.747
458.8905625,5137.7285
458.87578125,5137.708
458.86634375,5137.696
458.8591875,5137.688
458.8383125,5137.667
458.8201875,5137.648
458.80771875,5137.636
458.77940625,5137.605
458.765375,5137.586
458.752625,5137.57
458.746,5137.5595
458.73784375,5137.548
458.728125,5137.533
458.703875,5137.492
458.69646875,5137.481
458.67271875,5137.449
458.66559375,5137.437
458.6495625,5137.353
458.65384375,5137.344
458.6639375,5137.3285
458.68015625,5137.31
458.6885,5137.297
458.69403125,5137.283
458.7099375,5137.2555
458.74559375,5137.2035
458.76353125,5137.179
458.77159375,5137.161
458.7801875,5137.147
458.81278125,5137.097
458.8264375,5137.0745
458.844375,5137.05
458.8583125,5137.0335
458.86890625,5137.019
458.87696875,5137.0005
458.889125,5136.9825
458.90959375,5136.959
458.92046875,5136.9415
458.9305625,5136.918
458.939125,5136.9025
458.94365625,5136.8845
458.94740625,5136.867
458.95875,5136.839
458.97184375,5136.809
458.9826875,5136.7885
458.99078125,5136.773
459.0208125,5136.719
459.03065625,5136.696
459.0371875,5136.68
459.04553125,5136.6645
459.06003125,5136.5945
459.058875,5136.554
459.0596875,5136.496
459.06284375,5136.452
459.05884375,5136.394
459.06103125,5136.36
459.05446875,5136.302
459.05715625,5136.2635
459.06471875,5136.172
459.06415625,5136.1605
459.063375,5136.151
459.0658125,5136.1165
459.06753125,5136.099
459.07271875,5136.062
459.08196875,5136.012
459.08565625,5135.9775
459.1065,5135.832
459.11103125,5135.817
459.1150625,5135.804
459.11703125,5135.79
459.1175,5135.777
459.11746875,5135.766
459.1186875,5135.752
459.11840625,5135.741
459.1188125,5135.7175
459.1203125,5135.704
459.12103125,5135.6915
459.12175,5135.681
459.1225,5135.673
459.12246875,5135.6635
459.121375,5135.6455
459.12159375,5135.6335
459.1220625,5135.624
459.12278125,5135.609
459.1225,5135.6
459.12196875,5135.5925
459.1281875,5135.4055
459.1286875,5135.3965
459.128625,5135.382
459.12653125,5135.366
459.1224375,5135.352
459.11909375,5135.342
459.11578125,5135.333
459.1129375,5135.323
459.10934375,5135.3085
459.1098125,5135.296
459.117625,5135.2795
459.140375,5135.244
459.1425625,5135.2185
459.14709375,5135.205
459.153125,5135.191
459.1596875,5135.1735
459.1615625,5135.1265
459.16675,5135.0865
459.16825,5135.0745
459.16971875,5135.0585
459.17109375,5135.019
459.16559375,5134.968
459.16546875,5134.928
459.17375,5134.8985
459.17753125,5134.8915
459.21521875,5134.8425
459.22203125,5134.8315
459.25409375,5134.7785
459.2793125,5134.7205
459.29796875,5134.684
459.317125,5134.638
459.32115625,5134.6235
459.32465625,5134.6105
459.32328125,5134.582
459.3208125,5134.5285
459.31953125,5134.5165
459.30625,5134.496
459.172,5134.3755
459.1203125,5134.3315
459.097125,5134.3135
459.07625,5134.2945
459.06428125,5134.282
459.042375,5134.2625
459.0321875,5134.2555
459.01590625,5134.2435
459.00115625,5134.237
458.98359375,5134.2245
458.97109375,5134.2145
458.9609375,5134.2085
458.94921875,5134.2045
458.914625,5134.1845
458.90725,5134.181
458.89121875,5134.1685
458.88196875,5134.144
458.88140625,5134.126
458.88034375,5134.106
458.87925,5134.081
458.88321875,5134.058
458.8844375,5134.0375
458.883625,5134.0225
458.88228125,5134.0035
458.88221875,5133.9895
458.8819375,5133.9735
458.87725,5133.9415
458.8670625,5133.9315
458.84925,5133.9195
458.82784375,5133.902
458.7909375,5133.877
458.7835625,5133.87
458.74090625,5133.796
458.729875,5133.768
458.7211875,5133.7495
458.7158125,5133.736
458.694375,5133.701
458.6885,5133.693
458.682375,5133.684
458.6739375,5133.664
458.66134375,5133.625
458.65953125,5133.614
458.6559375,5133.6015
458.65209375,5133.586
458.6471875,5133.5675
458.6253125,5133.4795
458.628,5133.443
458.65075,5133.41
458.69065625,5133.3465
458.74553125,5133.2745
458.7685625,5133.263
458.800625,5133.249
458.8693125,5133.2185
458.91890625,5133.173
458.904625,5133.1255
458.90353125,5133.1145
458.8949375,5133.0825
458.8899375,5133.058
458.883625,5133.0255
458.90615625,5132.8945
458.916375,5132.866
458.9178125,5132.8495
458.9156875,5132.8365
458.909875,5132.8045
458.89265625,5132.774
458.8810625,5132.75
458.86740625,5132.7215
458.85509375,5132.703
458.8594375,5132.6675
458.86278125,5132.6355
458.86621875,5132.579
458.86653125,5132.548
458.87040625,5132.5205
458.867,5132.5045
458.8618125,5132.489
458.84515625,5132.4655
458.83153125,5132.442
458.8209375,5132.416
458.80475,5132.3905
458.78678125,5132.361
458.771875,5132.337
458.75971875,5132.3045
458.7531875,5132.277
458.7469375,5132.254
458.741125,5132.2215
458.74046875,5132.201
458.7436875,5132.1885
458.75065625,5132.164
458.75815625,5132.1455
458.76671875,5132.134
458.78309375,5132.1125
458.810875,5132.083
458.8236875,5132.0645
458.82565625,5132.053
458.836375,5132.0225
458.8395,5131.9945
458.83471875,5131.9625
458.8249375,5131.9405
458.81353125,5131.9105
458.8166875,5131.885
458.823,5131.841
458.83328125,5131.7835
458.84121875,5131.7515
458.8489375,5131.7285
458.84875,5131.7005
458.86565625,5131.6395
458.88075,5131.6155
458.81990625,5131.448
458.79003125,5131.3905
458.77509375,5131.3595
458.76175,5131.3375
458.74209375,5131.2905
458.72765625,5131.2595
458.7183125,5131.23
458.71484375,5131.2055
458.70675,5131.172
458.691125,5131.1155
458.68178125,5131.0865
458.6643125,5131.0605
458.65221875,5131.0375
458.58771875,5130.9305
458.55625,5130.9005
458.53884375,5130.8835
458.5235,5130.8705
458.51303125,5130.864
458.49825,5130.856
458.4554375,5130.8445
458.43584375,5130.8395
458.4124375,5130.836
458.382375,5130.825
458.35028125,5130.8175
458.285625,5130.8045
458.25325,5130.7915
458.2303125,5130.7825
458.198125,5130.6485
458.1908125,5130.6165
458.18578125,5130.5865
458.16978125,5130.551
458.16296875,5130.5245
458.15390625,5130.497
458.14021875,5130.4665
458.129875,5130.442
458.114,5130.4225
458.10084375,5130.395
458.084625,5130.365
458.06221875,5130.325
458.031,5130.2915
458.0075,5130.275
457.97384375,5130.2635
457.94984375,5130.2465
457.92503125,5130.2275
457.90434375,5130.2115
457.87675,5130.191
457.8515,5130.18
457.82271875,5130.1715
457.79775,5130.1635
457.76665625,5130.1535
457.738875,5130.143
457.70984375,5130.1385
457.67678125,5130.137
457.646,5130.134
457.6175,5130.1305
457.60628125,5130.1285
457.56415625,5130.1
457.54375,5130.089
457.52140625,5130.0575
457.51034375,5130.038
457.49646875,5130.0175
457.482125,5130.0055
457.4491875,5129.985
457.420625,5129.973
457.39459375,5129.959
457.380375,5129.9595
457.35615625,5129.9525
457.32996875,5129.9515
457.2938125,5129.945
457.27609375,5129.917
457.2645625,5129.887
457.2416875,5129.834
457.23009375,5129.8115
457.21459375,5129.777
457.204,5129.7535
457.14709375,5129.648
457.14203125,5129.616
457.1319375,5129.591
457.1198125,5129.5645
457.1099375,5129.5355
457.101125,5129.5095
457.0915625,5129.488
457.09078125,5129.449
457.108,5129.4
457.11871875,5129.3695
457.1274375,5129.345
457.12621875,5129.313
457.1295625,5129.284
457.13315625,5129.2515
457.1321875,5129.222
457.12534375,5129.1895
457.12334375,5129.1575
457.1183125,5129.1295
457.11715625,5129.11
457.112625,5129.077
457.1065,5129.0375
457.1004375,5129.009
457.0956875,5128.9805
457.091625,5128.947
457.08253125,5128.9175
457.08159375,5128.895
457.06875,5128.84
457.05209375,5128.82
456.9931875,5128.764
456.96015625,5128.729
456.92609375,5128.6945
456.90915625,5128.676
456.8999375,5128.664
456.89728125,5128.65
456.89984375,5128.6165
456.89809375,5128.5825
456.8859375,5128.555
456.86971875,5128.5255
456.8641875,5128.499
456.859875,5128.4645
456.8589375,5128.4375
456.8709375,5128.41
456.8845,5128.3845
456.91765625,5128.324
456.94690625,5128.289
456.95921875,5128.2655
456.98384375,5128.2225
456.99590625,5128.202
456.96884375,5128.187
456.91759375,5128.172
456.85721875,5128.1555
456.829125,5128.143
456.791375,5128.124
456.774,5128.1155
456.74925,5128.1045
456.7201875,5128.093
456.68775,5128.0755
456.6584375,5128.066
456.63215625,5128.056
456.59471875,5128.0475
456.524625,5128.026
456.48303125,5128.009
456.44478125,5127.9965
456.4185,5127.9835
456.389625,5127.967
456.34234375,5127.9325
456.30421875,5127.9015
456.27628125,5127.871
456.20265625,5127.8215
456.15434375,5127.7875
456.099375,5127.7495
456.08403125,5127.7375
456.0694375,5127.7235
456.06225,5127.7135
456.0595,5127.687
456.059625,5127.67
456.05690625,5127.659
456.0500625,5127.6365
456.0415,5127.627
456.035625,5127.6195
456.0305,5127.609
456.02565625,5127.6005
456.01978125,5127.5885
456.01490625,5127.5795
456.01159375,5127.5725
456.0113125,5127.5655
456.010625,5127.557
456.01303125,5127.5435
456.0185625,5127.5295
456.0215625,5127.515
456.027875,5127.4995
456.0359375,5127.4855
456.04453125,5127.4735
456.05565625,5127.4555
456.06321875,5127.4415
456.0715625,5127.429
456.08396875,5127.411
456.09609375,5127.394
456.10771875,5127.3775
456.11784375,5127.3635
456.1269375,5127.3495
456.1383125,5127.331
456.14840625,5127.313
456.16509375,5127.289
456.18003125,5127.273
456.18990625,5127.26
456.199,5127.245
456.2055625,5127.2335
456.221,5127.213
456.23490625,5127.1945
456.24703125,5127.178
456.31884375,5127.077
456.39828125,5126.977
456.40359375,5126.9695
456.41215625,5126.9525
456.41946875,5126.9345
456.4245,5126.92
456.42925,5126.897
456.43096875,5126.879
456.43625,5126.8565
456.4405,5126.834
456.4429375,5126.808
456.44490625,5126.786
456.44659375,5126.7575
456.447,5126.7295
456.44715625,5126.701
456.44834375,5126.678
456.4488125,5126.658
456.4495,5126.6375
456.4509375,5126.613
456.452125,5126.5905
456.45334375,5126.5745
456.45434375,5126.565
456.4555625,5126.547
456.45728125,5126.5335
456.46434375,5126.5165
456.469125,5126.5
456.474375,5126.4815
456.48090625,5126.4595
456.48821875,5126.441
456.49984375,5126.4195
456.515,5126.3925
456.526875,5126.3725
456.53775,5126.3585
456.55040625,5126.348
456.56609375,5126.329
456.58153125,5126.3105
456.59746875,5126.2945
456.61015625,5126.2835
456.63040625,5126.265
456.65115625,5126.2385
456.66734375,5126.221
456.6840625,5126.2025
456.69415625,5126.1895
456.70453125,5126.175
456.75890625,5126.1065
456.78878125,5126.0715
456.8138125,5126.033
456.8251875,5126.0185
456.842125,5125.997
456.853,5125.984
456.87325,5125.9615
456.89521875,5125.922
456.91015625,5125.905
456.92078125,5125.89
456.93875,5125.8715
456.97084375,5125.8195
456.994375,5125.7925
457.013625,5125.774
457.0391875,5125.744
457.06121875,5125.723
457.092125,5125.6965
457.11184375,5125.6765
457.14046875,5125.652
457.15996875,5125.629
457.176375,5125.602
457.196875,5125.5705
457.2155625,5125.54
457.23653125,5125.5085
457.2524375,5125.477
457.27190625,5125.4485
457.29390625,5125.419
457.315625,5125.383
457.339875,5125.342
457.361875,5125.3075
