"Station.ID","Date","A","UTMX","UTMY","WS","TEMP","HMIX","PREC","EMI","PM10"
10,"16/11/05",280.4,416.65,4985.65,0.48,281.64,483.31,0,7.21,64
11,"16/11/05",238.8,399.22,4967.87,0.47,281.78,514.79,0,15.24,86
12,"16/11/05",118.3,456.49,4998.42,0.85,282.87,474.68,0,29.47,49
13,"16/11/05",124.7,483.36,5028.7,1.12,282.83,453.5,0,9.11,61
14,"16/11/05",551.6,383.63,4915.52,0.61,279.74,507.08,0,28.51,53
15,"16/11/05",271.7,436.69,5046.69,0.68,281.48,576.9,0,22.09,69
16,"16/11/05",337,386.95,5003.68,0.53,281.76,606.23,0,11.27,72
17,"16/11/05",154,470.41,5031.91,1.28,282.26,358,0,42.11,58
18,"16/11/05",201.7,483.16,4956.77,0.54,282.04,461.53,0,14.43,47
19,"16/11/05",374.9,368.18,4971.65,0.57,280.85,538.05,0,26.81,33
20,"16/11/05",243.6,393.64,4986.79,0.4,281.66,590.48,0,226.52,70
21,"16/11/05",243.6,396.04,4992.42,0.5,282.05,625.96,0,209.53,84
22,"16/11/05",118.5,489,4971.8,0.61,282.54,499.5,0,32.21,51
23,"16/11/05",131,454.26,5019.81,0.82,282.55,345.94,0,29.19,65
24,"16/11/05",201.4,466.4,5086.6,1.65,282.41,400.58,0,22.06,36
1,"17/11/05",95.2,469.45,4972.85,1.4,282.74,683.61,0,38.72,75
2,"17/11/05",164.1,423.48,4950.69,0.86,282.11,644.77,0,21.95,37
3,"17/11/05",242.9,490.71,4948.86,0.69,281.31,569.53,0,8.42,66
4,"17/11/05",149.9,437.36,4973.34,1.45,282.42,890.26,0,33.08,58
5,"17/11/05",405,426.44,5045.66,0.63,281.35,1102,0,36.75,20
6,"17/11/05",257.5,394.6,5001.18,1.12,281.91,1214.4,0,47.98,62
7,"17/11/05",313.2,457.96,5061.46,1.92,280.62,1166.8,0,23.44,32
8,"17/11/05",345.2,444.29,5062.64,1.36,280.99,1202.8,0,15.76,29
9,"17/11/05",331,376.96,4993.48,0.75,279.98,1050.5,0,24.12,48
10,"17/11/05",280.4,416.65,4985.65,0.87,281.65,1133.3,0,7.27,43
11,"17/11/05",238.8,399.22,4967.87,0.79,281.56,952.43,0,15.43,61
12,"17/11/05",118.3,456.49,4998.42,1.2,282.73,779.83,0,29.89,48
13,"17/11/05",124.7,483.36,5028.7,1.43,281.82,714.36,0,9.2,62
14,"17/11/05",551.6,383.63,4915.52,1.04,280.14,591.2,0,28.89,NA
15,"17/11/05",271.7,436.69,5046.69,0.96,280.65,1152.1,0,22.42,36
16,"17/11/05",337,386.95,5003.68,0.83,281.37,1169.2,0,11.37,36
17,"17/11/05",154,470.41,5031.91,1.61,281.54,594.72,0,42.73,38
18,"17/11/05",201.7,483.16,4956.77,0.95,282.05,577.9,0,14.62,51
19,"17/11/05",374.9,368.18,4971.65,0.82,281.71,979.97,0,27.15,16
20,"17/11/05",243.6,393.64,4986.79,0.66,281.91,1059.7,0,229.88,55
21,"17/11/05",243.6,396.04,4992.42,0.69,282.49,1194.3,0,212.95,68
22,"17/11/05",118.5,489,4971.8,0.93,282.55,649.57,0,32.59,42
23,"17/11/05",131,454.26,5019.81,1.2,281.13,564.41,0,29.64,62
24,"17/11/05",201.4,466.4,5086.6,2.53,282.61,768.66,0,22.38,12
1,"18/11/05",95.2,469.45,4972.85,1.03,280.08,748.33,0,40.63,64
2,"18/11/05",164.1,423.48,4950.69,0.58,279.19,674.35,0,23.25,40
3,"18/11/05",242.9,490.71,4948.86,0.53,278.63,611.2,0,8.81,61
4,"18/11/05",149.9,437.36,4973.34,1.16,279.7,830.84,0,35.26,48
5,"18/11/05",405,426.44,5045.66,0.59,278.46,1133.9,0,39.21,43
6,"18/11/05",257.5,394.6,5001.18,0.86,279.57,1259.5,1.28,50.2,57
7,"18/11/05",313.2,457.96,5061.46,1.4,277.73,1130.1,0,24.76,30
8,"18/11/05",345.2,444.29,5062.64,1.25,278.1,1252.4,0,16.6,32
9,"18/11/05",331,376.96,4993.48,0.54,277.33,1100.1,0,25.13,56
10,"18/11/05",280.4,416.65,4985.65,0.96,278.87,1116.4,0,7.58,40
11,"18/11/05",238.8,399.22,4967.87,0.53,278.64,895.91,0,16.26,66
12,"18/11/05",118.3,456.49,4998.42,1.43,280.42,876.4,0,31.71,29
13,"18/11/05",124.7,483.36,5028.7,1.3,280.3,701.95,0,9.6,48
14,"18/11/05",551.6,383.63,4915.52,0.83,277.27,527.13,0,30.49,40
15,"18/11/05",271.7,436.69,5046.69,0.93,278.44,1207.1,0,23.79,32
16,"18/11/05",337,386.95,5003.68,0.71,278.82,1236.4,0,11.8,39
17,"18/11/05",154,470.41,5031.91,1.52,279.88,560.46,1.43,45.33,28
18,"18/11/05",201.7,483.16,4956.77,0.61,279.14,575.53,0,15.45,49
19,"18/11/05",374.9,368.18,4971.65,0.55,279.06,876.89,0,28.75,33
20,"18/11/05",243.6,393.64,4986.79,0.5,279.16,1059.7,0,244.21,63
21,"18/11/05",243.6,396.04,4992.42,0.57,279.93,1193.5,2.1,227.56,72
22,"18/11/05",118.5,489,4971.8,0.64,279.61,675.7,0,34.18,55
23,"18/11/05",131,454.26,5019.81,1,278.73,553.02,1.48,31.59,54
24,"18/11/05",201.4,466.4,5086.6,0.94,279.05,685.95,0,23.72,9
1,"19/11/05",95.2,469.45,4972.85,0.77,276.73,594.42,0,25.48,55
2,"19/11/05",164.1,423.48,4950.69,0.72,277.79,776.8,0,18.59,28
3,"19/11/05",242.9,490.71,4948.86,0.75,276,610.89,0,6.47,41
4,"19/11/05",149.9,437.36,4973.34,1.36,277.66,819.68,0,28.04,44
5,"19/11/05",405,426.44,5045.66,0.79,276.94,1112.2,0,31.22,NA
6,"19/11/05",257.5,394.6,5001.18,0.91,277.19,1139.6,0,32.96,46
7,"19/11/05",313.2,457.96,5061.46,1.99,276.69,1079.2,0,17.1,25
8,"19/11/05",345.2,444.29,5062.64,1.64,276.79,1150.5,0,12.1,27
9,"19/11/05",331,376.96,4993.48,0.67,275.65,1075.3,0,16.04,41
10,"19/11/05",280.4,416.65,4985.65,0.81,276.85,1079.9,0,6.21,27
11,"19/11/05",238.8,399.22,4967.87,0.52,276.34,964.83,0,13.74,55
12,"19/11/05",118.3,456.49,4998.42,1.51,278.3,764.67,0,25.28,24
13,"19/11/05",124.7,483.36,5028.7,1.42,277.29,652.44,0,6.28,33
14,"19/11/05",551.6,383.63,4915.52,1.13,276.14,616.31,0,23.84,12
15,"19/11/05",271.7,436.69,5046.69,1.18,276.47,1178,0,18.8,23
16,"19/11/05",337,386.95,5003.68,0.63,276.66,1124.9,0,7.08,24
17,"19/11/05",154,470.41,5031.91,1.74,277.39,478.08,0,35.05,28
18,"19/11/05",201.7,483.16,4956.77,0.73,276.32,549.7,0,11.76,59
19,"19/11/05",374.9,368.18,4971.65,1.04,278.05,983.38,0,23.61,19
20,"19/11/05",243.6,393.64,4986.79,0.56,277.46,1078.2,0,178.93,45
21,"19/11/05",243.6,396.04,4992.42,0.59,278.13,1172.7,0,178.11,56
22,"19/11/05",118.5,489,4971.8,0.51,276.55,594.23,0,21.77,54
23,"19/11/05",131,454.26,5019.81,0.88,275.42,453.06,0,24.78,39
24,"19/11/05",201.4,466.4,5086.6,1.63,278.26,652.46,0,16.17,10
1,"20/11/05",95.2,469.45,4972.85,0.87,275.79,451.85,0,21.92,61
2,"20/11/05",164.1,423.48,4950.69,1.12,277.01,466.75,0,15.42,33
3,"20/11/05",242.9,490.71,4948.86,0.64,275.97,432.77,0,5.49,53
4,"20/11/05",149.9,437.36,4973.34,0.94,276.63,476.83,0,24.07,48
5,"20/11/05",405,426.44,5045.66,0.57,276.44,660.37,0,25.83,24
6,"20/11/05",257.5,394.6,5001.18,0.81,275.85,689.12,0,25.28,50
7,"20/11/05",313.2,457.96,5061.46,1.18,275.31,733.68,0,14.19,37
8,"20/11/05",345.2,444.29,5062.64,1.16,276,687.07,0,9.51,34
9,"20/11/05",331,376.96,4993.48,0.61,274.25,661.23,0,12.97,54
10,"20/11/05",280.4,416.65,4985.65,0.62,275.84,565.33,0,5.59,43
11,"20/11/05",238.8,399.22,4967.87,0.47,275.03,519.35,0,12.25,64
12,"20/11/05",118.3,456.49,4998.42,0.88,276.41,423.11,0,21.08,44
13,"20/11/05",124.7,483.36,5028.7,1.13,275.6,407.33,0,5.04,NA
14,"20/11/05",551.6,383.63,4915.52,1.15,275.15,460.01,0,18.68,NA
15,"20/11/05",271.7,436.69,5046.69,0.86,275.23,623.13,0,14.79,38
16,"20/11/05",337,386.95,5003.68,0.58,275.64,712.66,0,5.4,40
17,"20/11/05",154,470.41,5031.91,1.34,275.62,312.07,0,27.11,50
18,"20/11/05",201.7,483.16,4956.77,0.74,275.52,405.97,0,9.26,45
19,"20/11/05",374.9,368.18,4971.65,0.73,276.26,643.31,0,19.93,33
20,"20/11/05",243.6,393.64,4986.79,0.42,276.28,639.1,0,139.71,53
21,"20/11/05",243.6,396.04,4992.42,0.47,276.63,699.72,0,145.99,75
22,"20/11/05",118.5,489,4971.8,0.64,275.53,441.68,0,17.85,50
23,"20/11/05",131,454.26,5019.81,0.62,274.13,302.52,0,20.72,54
24,"20/11/05",201.4,466.4,5086.6,1.54,276.87,445.28,0,13.54,17
1,"21/11/05",95.2,469.45,4972.85,1.48,277.96,428.55,0,37.27,86
2,"21/11/05",164.1,423.48,4950.69,1.03,279.08,484.99,0,20.97,49
3,"21/11/05",242.9,490.71,4948.86,0.68,279.03,584.05,0,8.1,59
4,"21/11/05",149.9,437.36,4973.34,1.34,278.66,445.47,0,31.33,72
5,"21/11/05",405,426.44,5045.66,0.72,278.84,664.66,0,34.88,26
6,"21/11/05",257.5,394.6,5001.18,0.92,277.23,581.16,0,46.17,80
7,"21/11/05",313.2,457.96,5061.46,1.46,277.61,686,0,22.44,49
8,"21/11/05",345.2,444.29,5062.64,1.26,278.68,700.27,0,15.12,47
9,"21/11/05",331,376.96,4993.48,0.7,276.12,649.16,0,23.27,69
10,"21/11/05",280.4,416.65,4985.65,0.72,277.81,564.87,0,7.04,59
11,"21/11/05",238.8,399.22,4967.87,0.62,276.54,473.08,0,14.77,75
12,"21/11/05",118.3,456.49,4998.42,0.84,278.35,370.52,0,28.51,59
13,"21/11/05",124.7,483.36,5028.7,1.58,277.42,309.15,0,8.9,NA
14,"21/11/05",551.6,383.63,4915.52,1.14,277.23,485.92,0,27.67,NA
15,"21/11/05",271.7,436.69,5046.69,0.91,277.31,543.5,0,21.37,46
16,"21/11/05",337,386.95,5003.68,0.64,277.24,657.93,0,11.04,58
17,"21/11/05",154,470.41,5031.91,1.68,277.13,258.05,0,40.74,52
18,"21/11/05",201.7,483.16,4956.77,0.87,278.2,524.96,0,13.99,51
19,"21/11/05",374.9,368.18,4971.65,0.84,277.95,572.19,0,25.84,39
20,"21/11/05",243.6,393.64,4986.79,0.49,278.12,609.86,0,218.75,73
21,"21/11/05",243.6,396.04,4992.42,0.52,278.49,662.1,0,201.62,97
22,"21/11/05",118.5,489,4971.8,0.99,277.94,453.2,0,31.38,43
23,"21/11/05",131,454.26,5019.81,0.98,275.8,218.5,0,28.16,86
24,"21/11/05",201.4,466.4,5086.6,0.92,278.45,358.24,0,21.35,18
1,"22/11/05",95.2,469.45,4972.85,1.74,276.95,748.31,0,37.21,57
2,"22/11/05",164.1,423.48,4950.69,0.79,276.66,640.54,0,20.87,42
3,"22/11/05",242.9,490.71,4948.86,0.91,275.87,585.14,0,8.1,53
4,"22/11/05",149.9,437.36,4973.34,1.67,277.02,813.73,0,31.44,47
5,"22/11/05",405,426.44,5045.66,0.55,276.44,860.04,3.98,34.69,30
6,"22/11/05",257.5,394.6,5001.18,1.64,276.59,935.34,0,46.22,57
7,"22/11/05",313.2,457.96,5061.46,1.21,276.5,926.79,0,22.34,42
8,"22/11/05",345.2,444.29,5062.64,1.07,276.01,846.7,1.17,15.05,42
9,"22/11/05",331,376.96,4993.48,0.44,275.32,865.33,0,23.39,53
10,"22/11/05",280.4,416.65,4985.65,1.54,276.33,985.85,0,7.02,43
11,"22/11/05",238.8,399.22,4967.87,1.28,276.37,881.44,0,14.8,69
12,"22/11/05",118.3,456.49,4998.42,1.52,277.81,772.78,0,28.36,42
13,"22/11/05",124.7,483.36,5028.7,1.19,277.77,657.09,0,8.87,NA
14,"22/11/05",551.6,383.63,4915.52,0.96,274.54,478.84,1.1,27.54,37
15,"22/11/05",271.7,436.69,5046.69,0.82,276.56,890.42,1.9,21.26,41
16,"22/11/05",337,386.95,5003.68,1.18,276.23,899.38,2.82,11,41
17,"22/11/05",154,470.41,5031.91,1.38,277.22,548.15,0,40.6,34
18,"22/11/05",201.7,483.16,4956.77,0.87,275.93,611.22,0,13.94,39
19,"22/11/05",374.9,368.18,4971.65,0.79,276.59,841.28,1.15,25.81,41
20,"22/11/05",243.6,393.64,4986.79,1.12,276.71,920.11,0,217.63,54
21,"22/11/05",243.6,396.04,4992.42,1.32,277.09,976.27,0,200.43,75
22,"22/11/05",118.5,489,4971.8,1.2,276.49,769.66,0,31.36,50
23,"22/11/05",131,454.26,5019.81,1.24,276.75,551.91,0,28.04,61
24,"22/11/05",201.4,466.4,5086.6,1.76,278.73,548.83,0,21.23,24
1,"23/11/05",95.2,469.45,4972.85,1.87,274.47,830,0,38.27,49
2,"23/11/05",164.1,423.48,4950.69,1.16,273.97,616.17,0,21.65,32
3,"23/11/05",242.9,490.71,4948.86,1.35,273.66,1060.3,0,8.31,38
4,"23/11/05",149.9,437.36,4973.34,1.89,274.25,814.44,0,32.7,44
5,"23/11/05",405,426.44,5045.66,0.64,273.4,943.75,1.34,36.18,29
6,"23/11/05",257.5,394.6,5001.18,1.57,273.28,960.55,0,47.45,44
7,"23/11/05",313.2,457.96,5061.46,1.14,272.8,811.83,0,23.13,41
8,"23/11/05",345.2,444.29,5062.64,0.98,272.89,815.97,0,15.57,38
9,"23/11/05",331,376.96,4993.48,0.69,272.18,950.78,0,23.87,36
10,"23/11/05",280.4,416.65,4985.65,1.2,273.31,996.5,0,7.21,44
11,"23/11/05",238.8,399.22,4967.87,1.04,273.12,848.59,0,15.24,48
12,"23/11/05",118.3,456.49,4998.42,1.52,274.8,835.96,0,29.47,30
13,"23/11/05",124.7,483.36,5028.7,1.42,274.6,650.27,0,9.11,44
14,"23/11/05",551.6,383.63,4915.52,1.35,271.6,467.08,2.76,28.51,15
15,"23/11/05",271.7,436.69,5046.69,0.92,273.27,872.64,0,22.09,37
16,"23/11/05",337,386.95,5003.68,1.2,273,981.82,0,11.27,25
17,"23/11/05",154,470.41,5031.91,1.57,274.14,461.77,0,42.11,38
18,"23/11/05",201.7,483.16,4956.77,1.84,273.89,1115.5,0,14.43,29
19,"23/11/05",374.9,368.18,4971.65,0.8,272.85,831.07,1.25,26.81,29
20,"23/11/05",243.6,393.64,4986.79,1.02,273.46,917.8,0,226.52,38
21,"23/11/05",243.6,396.04,4992.42,1.16,273.85,985.13,0,209.53,58
22,"23/11/05",118.5,489,4971.8,1.82,274.24,1004.3,0,32.21,39
23,"23/11/05",131,454.26,5019.81,1.14,273.6,505.24,0,29.19,46
24,"23/11/05",201.4,466.4,5086.6,1.27,274.92,495.87,0,22.06,23
1,"24/11/05",95.2,469.45,4972.85,0.95,274,594.63,0,38.72,62
2,"24/11/05",164.1,423.48,4950.69,0.84,273.55,572.62,0,21.95,39
3,"24/11/05",242.9,490.71,4948.86,0.93,273.31,435.63,0,8.42,46
4,"24/11/05",149.9,437.36,4973.34,1.35,273.57,603.19,0,33.08,51
5,"24/11/05",405,426.44,5045.66,0.73,272.84,793.01,0,36.75,36
6,"24/11/05",257.5,394.6,5001.18,1.15,272.69,897.36,0,47.98,50
7,"24/11/05",313.2,457.96,5061.46,1.2,272.26,808.82,0,23.44,55
8,"24/11/05",345.2,444.29,5062.64,1.14,272.45,835.97,0,15.76,44
9,"24/11/05",331,376.96,4993.48,0.7,271.44,832.55,0,24.12,48
10,"24/11/05",280.4,416.65,4985.65,0.78,272.7,818.94,0,7.27,43
11,"24/11/05",238.8,399.22,4967.87,0.73,272.26,668.33,0,15.43,58
12,"24/11/05",118.3,456.49,4998.42,1.29,274.23,735.61,0,29.89,36
13,"24/11/05",124.7,483.36,5028.7,1.31,273.77,532.15,0,9.2,57
14,"24/11/05",551.6,383.63,4915.52,0.81,270.49,513.19,0,28.89,21
15,"24/11/05",271.7,436.69,5046.69,1.02,272.33,770.78,0,22.42,44
16,"24/11/05",337,386.95,5003.68,0.8,272.37,880.86,0,11.37,30
17,"24/11/05",154,470.41,5031.91,1.58,273.14,406.64,0,42.73,NA
18,"24/11/05",201.7,483.16,4956.77,0.93,273.52,461.07,0,14.62,44
19,"24/11/05",374.9,368.18,4971.65,0.98,272.43,810.46,0,27.15,35
20,"24/11/05",243.6,393.64,4986.79,0.72,272.98,805.02,0,229.88,54
21,"24/11/05",243.6,396.04,4992.42,0.8,273.47,879.46,0,212.95,64
22,"24/11/05",118.5,489,4971.8,0.82,273.78,568.25,0,32.59,51
23,"24/11/05",131,454.26,5019.81,1.01,272.6,449.33,0,29.64,56
24,"24/11/05",201.4,466.4,5086.6,2.15,274.69,533.6,0,22.38,27
1,"25/11/05",95.2,469.45,4972.85,0.61,272.75,462.85,0,40.63,63
2,"25/11/05",164.1,423.48,4950.69,0.89,272.73,495.25,0,23.25,45
3,"25/11/05",242.9,490.71,4948.86,0.4,271.51,237.05,0,8.81,56
4,"25/11/05",149.9,437.36,4973.34,0.86,272.62,494.53,0,35.26,75
5,"25/11/05",405,426.44,5045.66,0.46,272.18,729.7,0,39.21,63
6,"25/11/05",257.5,394.6,5001.18,0.79,272.16,810.33,0,50.2,78
7,"25/11/05",313.2,457.96,5061.46,0.89,271.85,708.56,0,24.76,70
8,"25/11/05",345.2,444.29,5062.64,0.84,271.61,658.58,0,16.6,65
9,"25/11/05",331,376.96,4993.48,0.68,271.24,744.73,0,25.13,69
10,"25/11/05",280.4,416.65,4985.65,0.51,272.09,528.35,0,7.58,59
11,"25/11/05",238.8,399.22,4967.87,0.55,272.09,584.2,0,16.26,86
12,"25/11/05",118.3,456.49,4998.42,0.93,272.98,467.74,0,31.71,NA
13,"25/11/05",124.7,483.36,5028.7,0.73,272.93,305.22,0,9.6,80
14,"25/11/05",551.6,383.63,4915.52,0.72,271.22,516.88,0,30.49,50
15,"25/11/05",271.7,436.69,5046.69,0.6,272.12,676.5,0,23.79,64
16,"25/11/05",337,386.95,5003.68,0.73,272.07,835.66,0,11.8,50
17,"25/11/05",154,470.41,5031.91,0.98,272.4,333.95,0,45.33,NA
18,"25/11/05",201.7,483.16,4956.77,0.46,272.17,208.41,0,15.45,42
19,"25/11/05",374.9,368.18,4971.65,0.66,272.1,664.72,0,28.75,59
20,"25/11/05",243.6,393.64,4986.79,0.63,272.38,695.1,0,244.21,68
21,"25/11/05",243.6,396.04,4992.42,0.55,272.57,749.43,0,227.56,106
22,"25/11/05",118.5,489,4971.8,0.39,272.5,191.47,0,34.18,48
23,"25/11/05",131,454.26,5019.81,0.79,272.34,363.18,0,31.59,69
24,"25/11/05",201.4,466.4,5086.6,1.83,273.9,415.68,0,23.72,50
1,"26/11/05",95.2,469.45,4972.85,0.95,273.44,204.61,0,25.48,76
2,"26/11/05",164.1,423.48,4950.69,0.85,273.13,205.7,0,18.59,66
3,"26/11/05",242.9,490.71,4948.86,0.47,272.1,179.38,1.72,6.47,64
4,"26/11/05",149.9,437.36,4973.34,1.14,273.02,201.99,0,28.04,89
5,"26/11/05",405,426.44,5045.66,0.94,272.38,313.62,0,31.22,53
6,"26/11/05",257.5,394.6,5001.18,0.59,272.32,308.91,0,32.96,98
7,"26/11/05",313.2,457.96,5061.46,0.94,272.25,316.84,0,17.1,52
8,"26/11/05",345.2,444.29,5062.64,0.77,271.96,297.5,0,12.1,53
9,"26/11/05",331,376.96,4993.48,0.52,271.36,283.31,0,16.04,94
10,"26/11/05",280.4,416.65,4985.65,0.86,272.28,212.12,0,6.21,83
11,"26/11/05",238.8,399.22,4967.87,0.38,272.34,220.51,0,13.74,110
12,"26/11/05",118.3,456.49,4998.42,0.67,273.48,183.59,0,25.28,NA
13,"26/11/05",124.7,483.36,5028.7,0.8,273.37,128.98,0,6.28,74
14,"26/11/05",551.6,383.63,4915.52,0.57,271.68,220.54,0,23.84,64
15,"26/11/05",271.7,436.69,5046.69,0.9,272.01,267.29,0,18.8,64
16,"26/11/05",337,386.95,5003.68,0.38,272.07,311.03,0,7.08,71
17,"26/11/05",154,470.41,5031.91,0.97,272.89,108.91,0,35.05,NA
18,"26/11/05",201.7,483.16,4956.77,0.56,272.94,191.78,1.62,11.76,53
19,"26/11/05",374.9,368.18,4971.65,0.53,272.23,337.02,0,23.61,74
20,"26/11/05",243.6,393.64,4986.79,0.35,272.54,253.84,0,178.93,88
21,"26/11/05",243.6,396.04,4992.42,0.36,273.08,288.75,0,178.11,106
22,"26/11/05",118.5,489,4971.8,0.63,273.3,201.1,1.02,21.77,49
23,"26/11/05",131,454.26,5019.81,0.76,272.72,106.71,0,24.78,69
24,"26/11/05",201.4,466.4,5086.6,2.78,274.43,448.83,0,16.17,32
1,"27/11/05",95.2,469.45,4972.85,1.05,273.63,431.57,0,21.92,84
2,"27/11/05",164.1,423.48,4950.69,0.68,274.41,501.82,0,15.42,43
3,"27/11/05",242.9,490.71,4948.86,0.37,272.97,426.21,0,5.49,52
4,"27/11/05",149.9,437.36,4973.34,1.03,274.14,486.79,0,24.07,78
5,"27/11/05",405,426.44,5045.66,1.03,273.78,812.71,0,25.83,33
6,"27/11/05",257.5,394.6,5001.18,0.8,273.15,904.87,0,25.28,68
7,"27/11/05",313.2,457.96,5061.46,1.28,272.81,787.73,0,14.19,37
8,"27/11/05",345.2,444.29,5062.64,1.06,273.31,879.62,0,9.51,33
9,"27/11/05",331,376.96,4993.48,0.76,271.84,802.69,0,12.97,57
10,"27/11/05",280.4,416.65,4985.65,0.75,273.34,708.46,0,5.59,61
11,"27/11/05",238.8,399.22,4967.87,0.47,272.73,610.44,0,12.25,73
12,"27/11/05",118.3,456.49,4998.42,0.76,274.27,477.48,0,21.08,NA
13,"27/11/05",124.7,483.36,5028.7,0.83,273.53,335.03,0,5.04,74
14,"27/11/05",551.6,383.63,4915.52,0.91,272.14,637.71,0,18.68,20
15,"27/11/05",271.7,436.69,5046.69,0.95,272.76,677.39,0,14.79,38
16,"27/11/05",337,386.95,5003.68,0.63,272.87,890.09,0,5.4,65
17,"27/11/05",154,470.41,5031.91,0.99,273.21,263.5,0,27.11,NA
18,"27/11/05",201.7,483.16,4956.77,0.46,273.12,377.94,1.03,9.26,49
19,"27/11/05",374.9,368.18,4971.65,0.52,273.15,768.14,0,19.93,35
20,"27/11/05",243.6,393.64,4986.79,0.51,273.69,814.06,0,139.71,71
21,"27/11/05",243.6,396.04,4992.42,0.51,274.07,899.53,0,145.99,91
22,"27/11/05",118.5,489,4971.8,0.51,273.22,403.27,2.15,17.85,42
23,"27/11/05",131,454.26,5019.81,0.61,272.34,258.04,0,20.72,65
24,"27/11/05",201.4,466.4,5086.6,2.08,275.12,509.75,0,13.54,17
1,"28/11/05",95.2,469.45,4972.85,0.93,274.01,408.61,0,37.27,79
2,"28/11/05",164.1,423.48,4950.69,0.91,275.57,490.19,0,20.97,49
3,"28/11/05",242.9,490.71,4948.86,0.56,274.41,425.19,0,8.1,53
4,"28/11/05",149.9,437.36,4973.34,1.09,274.71,367.56,0,31.33,91
5,"28/11/05",405,426.44,5045.66,0.72,274.53,772.63,0,34.88,50
6,"28/11/05",257.5,394.6,5001.18,0.99,273.51,753.3,0,46.17,78
7,"28/11/05",313.2,457.96,5061.46,1.1,273.51,690.25,0,22.44,41
8,"28/11/05",345.2,444.29,5062.64,0.9,273.99,766.2,0,15.12,40
9,"28/11/05",331,376.96,4993.48,1.25,274.46,777.81,0,23.27,58
10,"28/11/05",280.4,416.65,4985.65,0.83,274.04,428,0,7.04,51
11,"28/11/05",238.8,399.22,4967.87,0.45,273.46,533.2,0,14.77,94
12,"28/11/05",118.3,456.49,4998.42,0.9,274.25,383,0,28.51,NA
13,"28/11/05",124.7,483.36,5028.7,0.87,272.37,237.74,0,8.9,101
14,"28/11/05",551.6,383.63,4915.52,1.16,273.92,824.51,0,27.67,49
15,"28/11/05",271.7,436.69,5046.69,0.7,273.55,676.62,0,21.37,45
16,"28/11/05",337,386.95,5003.68,0.82,273.69,807.21,0,11.04,47
17,"28/11/05",154,470.41,5031.91,1.03,273.26,191.86,0,40.74,NA
18,"28/11/05",201.7,483.16,4956.77,0.52,273.89,383.46,0,13.99,47
19,"28/11/05",374.9,368.18,4971.65,0.44,274.28,700.52,0,25.84,83
20,"28/11/05",243.6,393.64,4986.79,0.68,274.56,723.12,0,218.75,75
21,"28/11/05",243.6,396.04,4992.42,0.68,274.51,774.64,0,201.62,107
22,"28/11/05",118.5,489,4971.8,0.44,273.96,401.56,0,31.38,41
23,"28/11/05",131,454.26,5019.81,0.76,272.62,193.48,0,28.16,83
24,"28/11/05",201.4,466.4,5086.6,1,275.02,495.79,0,21.35,20
1,"29/11/05",95.2,469.45,4972.85,0.54,274.14,194.01,0,37.21,97
2,"29/11/05",164.1,423.48,4950.69,0.82,274.5,494.5,0,20.87,60
3,"29/11/05",242.9,490.71,4948.86,0.48,273.27,171.07,3.94,8.1,88
4,"29/11/05",149.9,437.36,4973.34,0.85,274.4,308.11,0,31.44,99
5,"29/11/05",405,426.44,5045.66,0.32,274.56,326.54,0,34.69,53
6,"29/11/05",257.5,394.6,5001.18,0.82,274.31,483.52,0,46.22,78
7,"29/11/05",313.2,457.96,5061.46,0.77,274.62,293.64,1.05,22.34,50
8,"29/11/05",345.2,444.29,5062.64,0.75,273.93,284.05,0,15.05,47
9,"29/11/05",331,376.96,4993.48,0.61,273.53,623.19,0,23.39,90
10,"29/11/05",280.4,416.65,4985.65,0.66,274.06,371.12,0,7.02,66
11,"29/11/05",238.8,399.22,4967.87,0.49,274.2,467.38,0,14.8,97
12,"29/11/05",118.3,456.49,4998.42,0.54,274.5,172.54,0,28.36,NA
13,"29/11/05",124.7,483.36,5028.7,0.54,274.23,125.11,1.12,8.87,66
14,"29/11/05",551.6,383.63,4915.52,0.9,273.29,445.55,0,27.54,54
15,"29/11/05",271.7,436.69,5046.69,0.53,274.52,256.82,0,21.26,59
16,"29/11/05",337,386.95,5003.68,0.61,274.13,505.72,0,11,61
17,"29/11/05",154,470.41,5031.91,0.66,274.48,109.15,2.12,40.6,55
18,"29/11/05",201.7,483.16,4956.77,0.61,273.56,182.39,2.82,13.94,63
19,"29/11/05",374.9,368.18,4971.65,0.56,274.76,679.27,0,25.81,73
20,"29/11/05",243.6,393.64,4986.79,0.41,274.34,459.4,0,217.63,64
21,"29/11/05",243.6,396.04,4992.42,0.48,274.75,495.94,0,200.43,89
22,"29/11/05",118.5,489,4971.8,0.58,273.93,185.96,2.37,31.36,56
23,"29/11/05",131,454.26,5019.81,0.69,274.59,110,0,28.04,81
24,"29/11/05",201.4,466.4,5086.6,1.4,276.14,300.03,0,21.23,28
1,"30/11/05",95.2,469.45,4972.85,0.91,275.54,385.53,0,38.27,80
2,"30/11/05",164.1,423.48,4950.69,0.72,275.61,433.9,0,21.65,42
3,"30/11/05",242.9,490.71,4948.86,0.46,274,351.95,0,8.31,74
4,"30/11/05",149.9,437.36,4973.34,1.3,275.79,466.23,0,32.7,71
5,"30/11/05",405,426.44,5045.66,0.73,275.8,705.62,0,36.18,45
6,"30/11/05",257.5,394.6,5001.18,0.91,275.99,846.16,0,47.45,74
7,"30/11/05",313.2,457.96,5061.46,1,274.92,593.14,0,23.13,49
